 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-70-35.txt

 Ion = Bromine      [35] , Mass = 70 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Bromine      [35] , Mass = 70 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.317E+01  1.127E+03      39 A        44 A        34 A   
  11.00 keV   8.723E+01  1.166E+03      41 A        46 A        35 A   
  12.00 keV   9.111E+01  1.201E+03      43 A        48 A        37 A   
  13.00 keV   9.483E+01  1.234E+03      45 A        51 A        39 A   
  14.00 keV   9.841E+01  1.264E+03      48 A        53 A        41 A   
  15.00 keV   1.019E+02  1.293E+03      50 A        55 A        42 A   
  16.00 keV   1.052E+02  1.320E+03      52 A        57 A        44 A   
  17.00 keV   1.084E+02  1.345E+03      54 A        59 A        45 A   
  18.00 keV   1.116E+02  1.368E+03      56 A        61 A        47 A   
  20.00 keV   1.176E+02  1.412E+03      60 A        65 A        50 A   
  22.50 keV   1.248E+02  1.461E+03      65 A        69 A        54 A   
  25.00 keV   1.315E+02  1.504E+03      70 A        74 A        57 A   
  27.50 keV   1.379E+02  1.543E+03      75 A        78 A        61 A   
  30.00 keV   1.441E+02  1.578E+03      80 A        83 A        64 A   
  32.50 keV   1.499E+02  1.610E+03      85 A        87 A        67 A   
  35.00 keV   1.556E+02  1.639E+03      89 A        91 A        71 A   
  37.50 keV   1.611E+02  1.665E+03      94 A        95 A        74 A   
  40.00 keV   1.663E+02  1.690E+03      99 A        99 A        77 A   
  45.00 keV   1.764E+02  1.734E+03     108 A       107 A        83 A   
