 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-70-31.txt

 Ion = Gallium      [31] , Mass = 70 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 70 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.254E+02  1.376E+03      55 A        39 A        28 A   
  11.00 keV   1.315E+02  1.414E+03      58 A        41 A        29 A   
  12.00 keV   1.373E+02  1.448E+03      62 A        43 A        31 A   
  13.00 keV   1.429E+02  1.479E+03      65 A        45 A        32 A   
  14.00 keV   1.483E+02  1.508E+03      68 A        47 A        34 A   
  15.00 keV   1.535E+02  1.534E+03      71 A        49 A        35 A   
  16.00 keV   1.586E+02  1.559E+03      75 A        51 A        36 A   
  17.00 keV   1.635E+02  1.582E+03      78 A        53 A        38 A   
  18.00 keV   1.682E+02  1.603E+03      81 A        54 A        39 A   
  20.00 keV   1.773E+02  1.641E+03      87 A        58 A        42 A   
  22.50 keV   1.880E+02  1.682E+03      95 A        62 A        45 A   
  25.00 keV   1.982E+02  1.718E+03     102 A        67 A        48 A   
  27.50 keV   2.079E+02  1.749E+03     110 A        71 A        51 A   
  30.00 keV   2.171E+02  1.776E+03     117 A        75 A        54 A   
  32.50 keV   2.260E+02  1.800E+03     124 A        79 A        57 A   
  35.00 keV   2.345E+02  1.822E+03     131 A        83 A        60 A   
  37.50 keV   2.428E+02  1.841E+03     139 A        87 A        63 A   
  40.00 keV   2.507E+02  1.857E+03     146 A        91 A        65 A   
  45.00 keV   2.659E+02  1.886E+03     160 A        98 A        71 A   
