 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-72-28.txt

 Ion = Nickel       [28] , Mass = 72 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   6.684E+01  1.314E+03      59 A        41 A        30 A   
  11.00 keV   7.010E+01  1.349E+03      62 A        44 A        31 A   
  12.00 keV   7.322E+01  1.380E+03      66 A        46 A        33 A   
  13.00 keV   7.621E+01  1.409E+03      70 A        48 A        34 A   
  14.00 keV   7.909E+01  1.435E+03      74 A        50 A        36 A   
  15.00 keV   8.186E+01  1.460E+03      77 A        52 A        38 A   
  16.00 keV   8.455E+01  1.482E+03      81 A        54 A        39 A   
  17.00 keV   8.715E+01  1.502E+03      84 A        57 A        41 A   
  18.00 keV   8.968E+01  1.522E+03      88 A        59 A        42 A   
  20.00 keV   9.453E+01  1.556E+03      95 A        63 A        45 A   
  22.50 keV   1.003E+02  1.593E+03     103 A        67 A        48 A   
  25.00 keV   1.057E+02  1.625E+03     111 A        72 A        52 A   
  27.50 keV   1.108E+02  1.653E+03     120 A        77 A        55 A   
  30.00 keV   1.158E+02  1.677E+03     128 A        81 A        58 A   
  32.50 keV   1.205E+02  1.698E+03     136 A        86 A        62 A   
  35.00 keV   1.250E+02  1.716E+03     144 A        90 A        65 A   
  37.50 keV   1.294E+02  1.732E+03     152 A        95 A        68 A   
  40.00 keV   1.337E+02  1.747E+03     160 A        99 A        71 A   
  45.00 keV   1.418E+02  1.771E+03     175 A       108 A        77 A   
