 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-65-29.txt

 Ion = Copper       [29] , Mass = 65 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 65 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.176E+01  1.280E+03      57 A        41 A        30 A   
  11.00 keV   8.575E+01  1.314E+03      61 A        44 A        32 A   
  12.00 keV   8.956E+01  1.344E+03      64 A        46 A        33 A   
  13.00 keV   9.322E+01  1.372E+03      68 A        49 A        35 A   
  14.00 keV   9.674E+01  1.398E+03      71 A        51 A        36 A   
  15.00 keV   1.001E+02  1.421E+03      75 A        53 A        38 A   
  16.00 keV   1.034E+02  1.443E+03      78 A        55 A        40 A   
  17.00 keV   1.066E+02  1.463E+03      82 A        57 A        41 A   
  18.00 keV   1.097E+02  1.481E+03      85 A        59 A        43 A   
  20.00 keV   1.156E+02  1.515E+03      92 A        63 A        46 A   
  22.50 keV   1.226E+02  1.551E+03     100 A        68 A        49 A   
  25.00 keV   1.293E+02  1.582E+03     108 A        73 A        53 A   
  27.50 keV   1.356E+02  1.609E+03     116 A        78 A        56 A   
  30.00 keV   1.416E+02  1.632E+03     124 A        82 A        59 A   
  32.50 keV   1.474E+02  1.652E+03     132 A        87 A        62 A   
  35.00 keV   1.530E+02  1.670E+03     140 A        92 A        66 A   
  37.50 keV   1.583E+02  1.686E+03     148 A        96 A        69 A   
  40.00 keV   1.635E+02  1.700E+03     155 A       101 A        72 A   
  45.00 keV   1.734E+02  1.723E+03     171 A       109 A        78 A   
