 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-60-27.txt

 Ion = Cobalt       [27] , Mass = 60 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 60 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.482E+01  8.817E+02      44 A        52 A        40 A   
  11.00 keV   7.847E+01  9.093E+02      46 A        55 A        42 A   
  12.00 keV   8.196E+01  9.347E+02      49 A        58 A        44 A   
  13.00 keV   8.531E+01  9.580E+02      52 A        60 A        46 A   
  14.00 keV   8.853E+01  9.795E+02      54 A        63 A        48 A   
  15.00 keV   9.163E+01  9.996E+02      57 A        66 A        50 A   
  16.00 keV   9.464E+01  1.018E+03      60 A        68 A        52 A   
  17.00 keV   9.755E+01  1.036E+03      62 A        71 A        54 A   
  18.00 keV   1.004E+02  1.052E+03      65 A        73 A        56 A   
  20.00 keV   1.058E+02  1.082E+03      70 A        78 A        60 A   
  22.50 keV   1.122E+02  1.116E+03      76 A        84 A        65 A   
  25.00 keV   1.183E+02  1.145E+03      82 A        90 A        69 A   
  27.50 keV   1.241E+02  1.171E+03      88 A        96 A        74 A   
  30.00 keV   1.296E+02  1.194E+03      93 A       101 A        78 A   
  32.50 keV   1.349E+02  1.214E+03      99 A       107 A        82 A   
  35.00 keV   1.400E+02  1.233E+03     105 A       112 A        86 A   
  37.50 keV   1.449E+02  1.250E+03     111 A       117 A        91 A   
  40.00 keV   1.496E+02  1.266E+03     116 A       123 A        95 A   
  45.00 keV   1.587E+02  1.293E+03     127 A       133 A       103 A   
