 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-73-32.txt

 Ion = Germanium    [32] , Mass = 73 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 73 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.029E+02  1.427E+03      54 A        38 A        27 A   
  11.00 keV   1.079E+02  1.467E+03      58 A        40 A        29 A   
  12.00 keV   1.127E+02  1.503E+03      61 A        42 A        30 A   
  13.00 keV   1.173E+02  1.536E+03      65 A        44 A        32 A   
  14.00 keV   1.217E+02  1.566E+03      68 A        46 A        33 A   
  15.00 keV   1.260E+02  1.595E+03      71 A        48 A        35 A   
  16.00 keV   1.301E+02  1.621E+03      74 A        50 A        36 A   
  17.00 keV   1.341E+02  1.645E+03      77 A        52 A        37 A   
  18.00 keV   1.380E+02  1.667E+03      80 A        54 A        39 A   
  20.00 keV   1.455E+02  1.708E+03      87 A        57 A        41 A   
  22.50 keV   1.543E+02  1.753E+03      94 A        61 A        44 A   
  25.00 keV   1.627E+02  1.791E+03     102 A        66 A        47 A   
  27.50 keV   1.706E+02  1.824E+03     109 A        70 A        50 A   
  30.00 keV   1.782E+02  1.854E+03     116 A        74 A        53 A   
  32.50 keV   1.855E+02  1.880E+03     123 A        78 A        56 A   
  35.00 keV   1.925E+02  1.903E+03     130 A        82 A        59 A   
  37.50 keV   1.992E+02  1.923E+03     137 A        85 A        61 A   
  40.00 keV   2.057E+02  1.942E+03     144 A        89 A        64 A   
  45.00 keV   2.182E+02  1.973E+03     158 A        97 A        69 A   
