 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-73-34.txt

 Ion = Selenium     [34] , Mass = 73 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 73 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.192E+02  1.476E+03      53 A        37 A        27 A   
  11.00 keV   1.250E+02  1.518E+03      56 A        39 A        28 A   
  12.00 keV   1.306E+02  1.556E+03      59 A        41 A        29 A   
  13.00 keV   1.359E+02  1.591E+03      62 A        43 A        31 A   
  14.00 keV   1.411E+02  1.624E+03      65 A        45 A        32 A   
  15.00 keV   1.460E+02  1.654E+03      68 A        47 A        33 A   
  16.00 keV   1.508E+02  1.681E+03      72 A        48 A        35 A   
  17.00 keV   1.555E+02  1.707E+03      75 A        50 A        36 A   
  18.00 keV   1.600E+02  1.731E+03      77 A        52 A        37 A   
  20.00 keV   1.686E+02  1.775E+03      83 A        55 A        40 A   
  22.50 keV   1.788E+02  1.823E+03      91 A        59 A        43 A   
  25.00 keV   1.885E+02  1.864E+03      98 A        63 A        46 A   
  27.50 keV   1.977E+02  1.900E+03     104 A        67 A        48 A   
  30.00 keV   2.065E+02  1.932E+03     111 A        71 A        51 A   
  32.50 keV   2.149E+02  1.961E+03     118 A        75 A        54 A   
  35.00 keV   2.231E+02  1.986E+03     125 A        78 A        56 A   
  37.50 keV   2.309E+02  2.008E+03     131 A        82 A        59 A   
  40.00 keV   2.385E+02  2.029E+03     138 A        86 A        62 A   
  45.00 keV   2.529E+02  2.064E+03     151 A        93 A        67 A   
