 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-60-29.txt

 Ion = Copper       [29] , Mass = 60 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 60 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.509E+01  1.231E+03      56 A        42 A        31 A   
  11.00 keV   8.925E+01  1.263E+03      60 A        45 A        33 A   
  12.00 keV   9.322E+01  1.292E+03      64 A        47 A        35 A   
  13.00 keV   9.702E+01  1.319E+03      67 A        49 A        36 A   
  14.00 keV   1.007E+02  1.343E+03      71 A        52 A        38 A   
  15.00 keV   1.042E+02  1.365E+03      75 A        54 A        39 A   
  16.00 keV   1.076E+02  1.386E+03      78 A        56 A        41 A   
  17.00 keV   1.110E+02  1.404E+03      81 A        59 A        42 A   
  18.00 keV   1.142E+02  1.422E+03      85 A        61 A        44 A   
  20.00 keV   1.203E+02  1.454E+03      92 A        65 A        47 A   
  22.50 keV   1.276E+02  1.488E+03     100 A        70 A        51 A   
  25.00 keV   1.345E+02  1.517E+03     108 A        75 A        54 A   
  27.50 keV   1.411E+02  1.542E+03     116 A        80 A        58 A   
  30.00 keV   1.474E+02  1.564E+03     124 A        85 A        61 A   
  32.50 keV   1.534E+02  1.583E+03     132 A        90 A        65 A   
  35.00 keV   1.592E+02  1.599E+03     140 A        95 A        68 A   
  37.50 keV   1.648E+02  1.614E+03     148 A        99 A        71 A   
  40.00 keV   1.702E+02  1.627E+03     156 A       104 A        74 A   
  45.00 keV   1.805E+02  1.648E+03     171 A       113 A        81 A   
