 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-66-31.txt

 Ion = Gallium      [31] , Mass = 66 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.291E+02  1.339E+03      54 A        39 A        28 A   
  11.00 keV   1.354E+02  1.376E+03      58 A        42 A        30 A   
  12.00 keV   1.414E+02  1.409E+03      61 A        44 A        31 A   
  13.00 keV   1.472E+02  1.439E+03      65 A        46 A        33 A   
  14.00 keV   1.528E+02  1.467E+03      68 A        48 A        34 A   
  15.00 keV   1.581E+02  1.492E+03      71 A        50 A        36 A   
  16.00 keV   1.633E+02  1.516E+03      74 A        52 A        37 A   
  17.00 keV   1.683E+02  1.538E+03      78 A        54 A        39 A   
  18.00 keV   1.732E+02  1.558E+03      81 A        55 A        40 A   
  20.00 keV   1.826E+02  1.595E+03      87 A        59 A        43 A   
  22.50 keV   1.937E+02  1.635E+03      95 A        64 A        46 A   
  25.00 keV   2.041E+02  1.669E+03     102 A        68 A        49 A   
  27.50 keV   2.141E+02  1.698E+03     110 A        72 A        52 A   
  30.00 keV   2.236E+02  1.724E+03     117 A        77 A        55 A   
  32.50 keV   2.328E+02  1.747E+03     124 A        81 A        58 A   
  35.00 keV   2.415E+02  1.767E+03     131 A        85 A        61 A   
  37.50 keV   2.500E+02  1.785E+03     138 A        89 A        64 A   
  40.00 keV   2.582E+02  1.801E+03     146 A        93 A        67 A   
  45.00 keV   2.739E+02  1.828E+03     160 A       100 A        72 A   
