 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-60-26.txt

 Ion = Iron         [26] , Mass = 60 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Iron         [26] , Mass = 60 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.476E+01  8.638E+02      44 A        52 A        40 A   
  11.00 keV   8.889E+01  8.906E+02      47 A        55 A        42 A   
  12.00 keV   9.285E+01  9.151E+02      50 A        58 A        44 A   
  13.00 keV   9.664E+01  9.376E+02      53 A        61 A        47 A   
  14.00 keV   1.003E+02  9.584E+02      55 A        64 A        49 A   
  15.00 keV   1.038E+02  9.778E+02      58 A        66 A        51 A   
  16.00 keV   1.072E+02  9.958E+02      61 A        69 A        53 A   
  17.00 keV   1.105E+02  1.013E+03      63 A        72 A        55 A   
  18.00 keV   1.137E+02  1.029E+03      66 A        74 A        57 A   
  20.00 keV   1.199E+02  1.057E+03      71 A        79 A        61 A   
  22.50 keV   1.271E+02  1.089E+03      77 A        85 A        65 A   
  25.00 keV   1.340E+02  1.117E+03      83 A        91 A        70 A   
  27.50 keV   1.406E+02  1.142E+03      89 A        97 A        74 A   
  30.00 keV   1.468E+02  1.164E+03      95 A       102 A        79 A   
  32.50 keV   1.528E+02  1.184E+03     101 A       108 A        83 A   
  35.00 keV   1.586E+02  1.202E+03     107 A       113 A        87 A   
  37.50 keV   1.641E+02  1.218E+03     113 A       119 A        91 A   
  40.00 keV   1.695E+02  1.233E+03     119 A       124 A        96 A   
  45.00 keV   1.798E+02  1.259E+03     130 A       134 A       104 A   
