 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-68-34.txt

 Ion = Selenium     [34] , Mass = 68 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 68 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.235E+02  1.430E+03      52 A        38 A        27 A   
  11.00 keV   1.296E+02  1.471E+03      55 A        40 A        29 A   
  12.00 keV   1.353E+02  1.508E+03      59 A        42 A        30 A   
  13.00 keV   1.409E+02  1.541E+03      62 A        44 A        31 A   
  14.00 keV   1.462E+02  1.572E+03      65 A        46 A        33 A   
  15.00 keV   1.513E+02  1.601E+03      68 A        48 A        34 A   
  16.00 keV   1.563E+02  1.627E+03      71 A        49 A        35 A   
  17.00 keV   1.611E+02  1.652E+03      74 A        51 A        37 A   
  18.00 keV   1.657E+02  1.675E+03      77 A        53 A        38 A   
  20.00 keV   1.747E+02  1.717E+03      83 A        56 A        41 A   
  22.50 keV   1.853E+02  1.762E+03      90 A        61 A        44 A   
  25.00 keV   1.953E+02  1.802E+03      97 A        65 A        47 A   
  27.50 keV   2.049E+02  1.836E+03     104 A        69 A        50 A   
  30.00 keV   2.140E+02  1.866E+03     111 A        73 A        52 A   
  32.50 keV   2.227E+02  1.893E+03     118 A        77 A        55 A   
  35.00 keV   2.311E+02  1.917E+03     125 A        80 A        58 A   
  37.50 keV   2.392E+02  1.938E+03     131 A        84 A        61 A   
  40.00 keV   2.471E+02  1.958E+03     138 A        88 A        63 A   
  45.00 keV   2.621E+02  1.990E+03     151 A        95 A        68 A   
