 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-75-31.txt

 Ion = Gallium      [31] , Mass = 75 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 75 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.211E+02  1.418E+03      55 A        38 A        27 A   
  11.00 keV   1.270E+02  1.457E+03      59 A        40 A        29 A   
  12.00 keV   1.327E+02  1.493E+03      62 A        42 A        30 A   
  13.00 keV   1.381E+02  1.525E+03      65 A        44 A        32 A   
  14.00 keV   1.433E+02  1.555E+03      69 A        46 A        33 A   
  15.00 keV   1.483E+02  1.583E+03      72 A        48 A        34 A   
  16.00 keV   1.532E+02  1.609E+03      75 A        50 A        36 A   
  17.00 keV   1.579E+02  1.632E+03      78 A        51 A        37 A   
  18.00 keV   1.625E+02  1.655E+03      81 A        53 A        38 A   
  20.00 keV   1.713E+02  1.695E+03      88 A        57 A        41 A   
  22.50 keV   1.817E+02  1.738E+03      95 A        61 A        44 A   
  25.00 keV   1.915E+02  1.776E+03     103 A        65 A        47 A   
  27.50 keV   2.008E+02  1.808E+03     110 A        69 A        50 A   
  30.00 keV   2.098E+02  1.837E+03     117 A        73 A        53 A   
  32.50 keV   2.183E+02  1.862E+03     125 A        77 A        56 A   
  35.00 keV   2.266E+02  1.885E+03     132 A        81 A        58 A   
  37.50 keV   2.345E+02  1.905E+03     139 A        85 A        61 A   
  40.00 keV   2.422E+02  1.923E+03     146 A        88 A        64 A   
  45.00 keV   2.569E+02  1.953E+03     160 A        96 A        69 A   
