 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-66-32.txt

 Ion = Germanium    [32] , Mass = 66 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.082E+02  1.364E+03      54 A        39 A        28 A   
  11.00 keV   1.135E+02  1.401E+03      57 A        42 A        30 A   
  12.00 keV   1.185E+02  1.435E+03      61 A        44 A        31 A   
  13.00 keV   1.234E+02  1.467E+03      64 A        46 A        33 A   
  14.00 keV   1.280E+02  1.495E+03      67 A        48 A        34 A   
  15.00 keV   1.325E+02  1.522E+03      70 A        50 A        36 A   
  16.00 keV   1.369E+02  1.546E+03      74 A        52 A        37 A   
  17.00 keV   1.411E+02  1.569E+03      77 A        54 A        39 A   
  18.00 keV   1.452E+02  1.590E+03      80 A        55 A        40 A   
  20.00 keV   1.530E+02  1.628E+03      86 A        59 A        43 A   
  22.50 keV   1.623E+02  1.669E+03      94 A        64 A        46 A   
  25.00 keV   1.711E+02  1.705E+03     101 A        68 A        49 A   
  27.50 keV   1.794E+02  1.736E+03     108 A        72 A        52 A   
  30.00 keV   1.874E+02  1.763E+03     116 A        77 A        55 A   
  32.50 keV   1.950E+02  1.787E+03     123 A        81 A        58 A   
  35.00 keV   2.024E+02  1.808E+03     130 A        85 A        61 A   
  37.50 keV   2.095E+02  1.827E+03     137 A        89 A        64 A   
  40.00 keV   2.164E+02  1.844E+03     144 A        93 A        67 A   
  45.00 keV   2.295E+02  1.873E+03     158 A       101 A        72 A   
