 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-72-35.txt

 Ion = Bromine      [35] , Mass = 72 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Bromine      [35] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.201E+01  1.149E+03      39 A        43 A        33 A   
  11.00 keV   8.601E+01  1.188E+03      41 A        46 A        35 A   
  12.00 keV   8.984E+01  1.225E+03      43 A        48 A        37 A   
  13.00 keV   9.350E+01  1.258E+03      46 A        50 A        38 A   
  14.00 keV   9.703E+01  1.289E+03      48 A        52 A        40 A   
  15.00 keV   1.004E+02  1.318E+03      50 A        54 A        42 A   
  16.00 keV   1.037E+02  1.346E+03      52 A        56 A        43 A   
  17.00 keV   1.069E+02  1.371E+03      54 A        58 A        45 A   
  18.00 keV   1.100E+02  1.396E+03      56 A        60 A        46 A   
  20.00 keV   1.160E+02  1.440E+03      60 A        64 A        49 A   
  22.50 keV   1.230E+02  1.490E+03      66 A        69 A        53 A   
  25.00 keV   1.297E+02  1.534E+03      70 A        73 A        56 A   
  27.50 keV   1.360E+02  1.574E+03      75 A        77 A        60 A   
  30.00 keV   1.420E+02  1.610E+03      80 A        82 A        63 A   
  32.50 keV   1.478E+02  1.642E+03      85 A        86 A        67 A   
  35.00 keV   1.534E+02  1.672E+03      89 A        90 A        70 A   
  37.50 keV   1.588E+02  1.699E+03      94 A        94 A        73 A   
  40.00 keV   1.640E+02  1.724E+03      99 A        98 A        76 A   
  45.00 keV   1.740E+02  1.769E+03     108 A       106 A        82 A   
