 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-60-26.txt

 Ion = Iron         [26] , Mass = 60 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Iron         [26] , Mass = 60 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.215E+02  1.154E+03      59 A        43 A        32 A   
  11.00 keV   1.274E+02  1.183E+03      63 A        46 A        33 A   
  12.00 keV   1.331E+02  1.209E+03      67 A        49 A        35 A   
  13.00 keV   1.385E+02  1.232E+03      71 A        51 A        37 A   
  14.00 keV   1.438E+02  1.254E+03      74 A        54 A        38 A   
  15.00 keV   1.488E+02  1.273E+03      78 A        56 A        40 A   
  16.00 keV   1.537E+02  1.291E+03      82 A        58 A        42 A   
  17.00 keV   1.584E+02  1.308E+03      85 A        60 A        43 A   
  18.00 keV   1.630E+02  1.323E+03      89 A        63 A        45 A   
  20.00 keV   1.718E+02  1.351E+03      96 A        67 A        48 A   
  22.50 keV   1.823E+02  1.380E+03     105 A        72 A        52 A   
  25.00 keV   1.921E+02  1.405E+03     114 A        77 A        56 A   
  27.50 keV   2.015E+02  1.426E+03     122 A        82 A        59 A   
  30.00 keV   2.104E+02  1.445E+03     131 A        87 A        63 A   
  32.50 keV   2.190E+02  1.460E+03     139 A        92 A        66 A   
  35.00 keV   2.273E+02  1.474E+03     147 A        97 A        70 A   
  37.50 keV   2.353E+02  1.486E+03     156 A       102 A        73 A   
  40.00 keV   2.430E+02  1.496E+03     164 A       106 A        77 A   
  45.00 keV   2.577E+02  1.513E+03     180 A       116 A        83 A   
