 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-63-29.txt

 Ion = Copper       [29] , Mass = 63 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 63 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.304E+01  1.261E+03      57 A        42 A        31 A   
  11.00 keV   8.710E+01  1.294E+03      60 A        44 A        32 A   
  12.00 keV   9.097E+01  1.324E+03      64 A        47 A        34 A   
  13.00 keV   9.468E+01  1.351E+03      68 A        49 A        35 A   
  14.00 keV   9.826E+01  1.376E+03      71 A        51 A        37 A   
  15.00 keV   1.017E+02  1.399E+03      75 A        54 A        38 A   
  16.00 keV   1.050E+02  1.420E+03      78 A        56 A        40 A   
  17.00 keV   1.083E+02  1.440E+03      82 A        58 A        42 A   
  18.00 keV   1.114E+02  1.458E+03      85 A        60 A        43 A   
  20.00 keV   1.174E+02  1.491E+03      92 A        64 A        46 A   
  22.50 keV   1.246E+02  1.526E+03     100 A        69 A        50 A   
  25.00 keV   1.313E+02  1.557E+03     108 A        74 A        53 A   
  27.50 keV   1.377E+02  1.583E+03     116 A        79 A        57 A   
  30.00 keV   1.438E+02  1.605E+03     124 A        84 A        60 A   
  32.50 keV   1.497E+02  1.625E+03     132 A        88 A        63 A   
  35.00 keV   1.554E+02  1.643E+03     140 A        93 A        67 A   
  37.50 keV   1.608E+02  1.658E+03     148 A        97 A        70 A   
  40.00 keV   1.661E+02  1.671E+03     155 A       102 A        73 A   
  45.00 keV   1.762E+02  1.694E+03     171 A       111 A        79 A   
