 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-66-26.txt

 Ion = Iron         [26] , Mass = 66 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Iron         [26] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.158E+02  1.209E+03      59 A        42 A        30 A   
  11.00 keV   1.215E+02  1.240E+03      63 A        45 A        32 A   
  12.00 keV   1.269E+02  1.267E+03      67 A        47 A        34 A   
  13.00 keV   1.321E+02  1.292E+03      71 A        50 A        36 A   
  14.00 keV   1.371E+02  1.315E+03      75 A        52 A        37 A   
  15.00 keV   1.419E+02  1.336E+03      79 A        54 A        39 A   
  16.00 keV   1.465E+02  1.355E+03      82 A        56 A        40 A   
  17.00 keV   1.510E+02  1.373E+03      86 A        58 A        42 A   
  18.00 keV   1.554E+02  1.390E+03      89 A        60 A        44 A   
  20.00 keV   1.638E+02  1.419E+03      96 A        65 A        47 A   
  22.50 keV   1.738E+02  1.451E+03     105 A        70 A        50 A   
  25.00 keV   1.832E+02  1.478E+03     114 A        75 A        54 A   
  27.50 keV   1.921E+02  1.501E+03     122 A        79 A        57 A   
  30.00 keV   2.007E+02  1.521E+03     131 A        84 A        61 A   
  32.50 keV   2.088E+02  1.538E+03     139 A        89 A        64 A   
  35.00 keV   2.167E+02  1.553E+03     147 A        93 A        67 A   
  37.50 keV   2.243E+02  1.566E+03     156 A        98 A        70 A   
  40.00 keV   2.317E+02  1.577E+03     164 A       103 A        74 A   
  45.00 keV   2.457E+02  1.596E+03     180 A       111 A        80 A   
