 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-74-28.txt

 Ion = Nickel       [28] , Mass = 74 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 74 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   6.593E+01  1.330E+03      59 A        41 A        29 A   
  11.00 keV   6.915E+01  1.365E+03      63 A        43 A        31 A   
  12.00 keV   7.222E+01  1.397E+03      66 A        45 A        33 A   
  13.00 keV   7.517E+01  1.427E+03      70 A        48 A        34 A   
  14.00 keV   7.801E+01  1.453E+03      74 A        50 A        36 A   
  15.00 keV   8.075E+01  1.478E+03      77 A        52 A        37 A   
  16.00 keV   8.340E+01  1.501E+03      81 A        54 A        39 A   
  17.00 keV   8.596E+01  1.522E+03      84 A        56 A        40 A   
  18.00 keV   8.846E+01  1.541E+03      88 A        58 A        42 A   
  20.00 keV   9.324E+01  1.576E+03      95 A        62 A        44 A   
  22.50 keV   9.890E+01  1.614E+03     103 A        67 A        48 A   
  25.00 keV   1.042E+02  1.647E+03     111 A        71 A        51 A   
  27.50 keV   1.093E+02  1.675E+03     120 A        76 A        55 A   
  30.00 keV   1.142E+02  1.699E+03     128 A        81 A        58 A   
  32.50 keV   1.189E+02  1.721E+03     136 A        85 A        61 A   
  35.00 keV   1.233E+02  1.740E+03     144 A        89 A        64 A   
  37.50 keV   1.277E+02  1.756E+03     152 A        94 A        67 A   
  40.00 keV   1.319E+02  1.771E+03     160 A        98 A        70 A   
  45.00 keV   1.399E+02  1.796E+03     175 A       106 A        76 A   
