 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-72-26.txt

 Ion = Iron         [26] , Mass = 72 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Iron         [26] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.109E+02  1.258E+03      60 A        41 A        30 A   
  11.00 keV   1.163E+02  1.291E+03      64 A        44 A        31 A   
  12.00 keV   1.215E+02  1.320E+03      68 A        46 A        33 A   
  13.00 keV   1.265E+02  1.346E+03      72 A        48 A        35 A   
  14.00 keV   1.312E+02  1.371E+03      75 A        50 A        36 A   
  15.00 keV   1.358E+02  1.393E+03      79 A        52 A        38 A   
  16.00 keV   1.403E+02  1.413E+03      83 A        55 A        39 A   
  17.00 keV   1.446E+02  1.432E+03      86 A        57 A        41 A   
  18.00 keV   1.488E+02  1.450E+03      90 A        59 A        42 A   
  20.00 keV   1.569E+02  1.481E+03      97 A        63 A        45 A   
  22.50 keV   1.664E+02  1.515E+03     106 A        67 A        49 A   
  25.00 keV   1.754E+02  1.544E+03     114 A        72 A        52 A   
  27.50 keV   1.839E+02  1.568E+03     123 A        77 A        55 A   
  30.00 keV   1.921E+02  1.590E+03     131 A        81 A        59 A   
  32.50 keV   2.000E+02  1.608E+03     139 A        86 A        62 A   
  35.00 keV   2.075E+02  1.625E+03     147 A        90 A        65 A   
  37.50 keV   2.148E+02  1.639E+03     156 A        95 A        68 A   
  40.00 keV   2.218E+02  1.651E+03     164 A        99 A        71 A   
  45.00 keV   2.353E+02  1.672E+03     180 A       108 A        77 A   
