 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-71-32.txt

 Ion = Germanium    [32] , Mass = 71 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 71 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.043E+02  1.409E+03      54 A        39 A        28 A   
  11.00 keV   1.094E+02  1.449E+03      58 A        41 A        29 A   
  12.00 keV   1.143E+02  1.484E+03      61 A        43 A        31 A   
  13.00 keV   1.189E+02  1.517E+03      64 A        45 A        32 A   
  14.00 keV   1.234E+02  1.547E+03      68 A        47 A        33 A   
  15.00 keV   1.278E+02  1.575E+03      71 A        49 A        35 A   
  16.00 keV   1.319E+02  1.600E+03      74 A        50 A        36 A   
  17.00 keV   1.360E+02  1.624E+03      77 A        52 A        38 A   
  18.00 keV   1.399E+02  1.646E+03      80 A        54 A        39 A   
  20.00 keV   1.475E+02  1.686E+03      86 A        58 A        42 A   
  22.50 keV   1.565E+02  1.730E+03      94 A        62 A        45 A   
  25.00 keV   1.649E+02  1.767E+03     101 A        66 A        48 A   
  27.50 keV   1.730E+02  1.800E+03     109 A        70 A        51 A   
  30.00 keV   1.807E+02  1.829E+03     116 A        75 A        54 A   
  32.50 keV   1.881E+02  1.854E+03     123 A        79 A        57 A   
  35.00 keV   1.951E+02  1.877E+03     130 A        82 A        59 A   
  37.50 keV   2.020E+02  1.897E+03     137 A        86 A        62 A   
  40.00 keV   2.086E+02  1.915E+03     144 A        90 A        65 A   
  45.00 keV   2.213E+02  1.945E+03     158 A        98 A        70 A   
