 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-68-32.txt

 Ion = Germanium    [32] , Mass = 68 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 68 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.066E+02  1.382E+03      54 A        39 A        28 A   
  11.00 keV   1.118E+02  1.421E+03      57 A        41 A        30 A   
  12.00 keV   1.168E+02  1.456E+03      61 A        43 A        31 A   
  13.00 keV   1.215E+02  1.487E+03      64 A        45 A        33 A   
  14.00 keV   1.261E+02  1.516E+03      67 A        47 A        34 A   
  15.00 keV   1.305E+02  1.543E+03      71 A        49 A        35 A   
  16.00 keV   1.348E+02  1.568E+03      74 A        51 A        37 A   
  17.00 keV   1.390E+02  1.591E+03      77 A        53 A        38 A   
  18.00 keV   1.430E+02  1.613E+03      80 A        55 A        39 A   
  20.00 keV   1.507E+02  1.652E+03      86 A        59 A        42 A   
  22.50 keV   1.599E+02  1.694E+03      94 A        63 A        45 A   
  25.00 keV   1.685E+02  1.730E+03     101 A        67 A        48 A   
  27.50 keV   1.768E+02  1.762E+03     109 A        72 A        52 A   
  30.00 keV   1.846E+02  1.790E+03     116 A        76 A        54 A   
  32.50 keV   1.922E+02  1.815E+03     123 A        80 A        57 A   
  35.00 keV   1.994E+02  1.836E+03     130 A        84 A        60 A   
  37.50 keV   2.064E+02  1.856E+03     137 A        88 A        63 A   
  40.00 keV   2.132E+02  1.873E+03     144 A        92 A        66 A   
  45.00 keV   2.261E+02  1.902E+03     158 A        99 A        71 A   
