 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-64-28.txt

 Ion = Nickel       [28] , Mass = 64 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 64 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.089E+01  1.245E+03      58 A        42 A        31 A   
  11.00 keV   7.436E+01  1.277E+03      62 A        45 A        33 A   
  12.00 keV   7.766E+01  1.306E+03      66 A        47 A        34 A   
  13.00 keV   8.083E+01  1.333E+03      69 A        50 A        36 A   
  14.00 keV   8.388E+01  1.357E+03      73 A        52 A        38 A   
  15.00 keV   8.683E+01  1.380E+03      77 A        55 A        39 A   
  16.00 keV   8.968E+01  1.400E+03      80 A        57 A        41 A   
  17.00 keV   9.244E+01  1.419E+03      84 A        59 A        42 A   
  18.00 keV   9.512E+01  1.437E+03      87 A        61 A        44 A   
  20.00 keV   1.003E+02  1.469E+03      94 A        65 A        47 A   
  22.50 keV   1.063E+02  1.503E+03     103 A        70 A        51 A   
  25.00 keV   1.121E+02  1.532E+03     111 A        75 A        54 A   
  27.50 keV   1.176E+02  1.557E+03     119 A        80 A        58 A   
  30.00 keV   1.228E+02  1.579E+03     128 A        85 A        61 A   
  32.50 keV   1.278E+02  1.598E+03     136 A        90 A        65 A   
  35.00 keV   1.326E+02  1.614E+03     144 A        95 A        68 A   
  37.50 keV   1.373E+02  1.629E+03     152 A       100 A        71 A   
  40.00 keV   1.418E+02  1.642E+03     160 A       104 A        74 A   
  45.00 keV   1.504E+02  1.663E+03     176 A       113 A        81 A   
