 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-72-32.txt

 Ion = Germanium    [32] , Mass = 72 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.036E+02  1.418E+03      54 A        38 A        27 A   
  11.00 keV   1.086E+02  1.458E+03      58 A        40 A        29 A   
  12.00 keV   1.135E+02  1.494E+03      61 A        42 A        30 A   
  13.00 keV   1.181E+02  1.527E+03      64 A        44 A        32 A   
  14.00 keV   1.226E+02  1.557E+03      68 A        46 A        33 A   
  15.00 keV   1.269E+02  1.585E+03      71 A        48 A        35 A   
  16.00 keV   1.310E+02  1.610E+03      74 A        50 A        36 A   
  17.00 keV   1.351E+02  1.634E+03      77 A        52 A        37 A   
  18.00 keV   1.390E+02  1.657E+03      80 A        54 A        39 A   
  20.00 keV   1.465E+02  1.697E+03      87 A        57 A        41 A   
  22.50 keV   1.554E+02  1.741E+03      94 A        62 A        44 A   
  25.00 keV   1.638E+02  1.779E+03     102 A        66 A        48 A   
  27.50 keV   1.718E+02  1.812E+03     109 A        70 A        50 A   
  30.00 keV   1.794E+02  1.841E+03     116 A        74 A        53 A   
  32.50 keV   1.867E+02  1.867E+03     123 A        78 A        56 A   
  35.00 keV   1.938E+02  1.890E+03     130 A        82 A        59 A   
  37.50 keV   2.006E+02  1.910E+03     137 A        86 A        62 A   
  40.00 keV   2.072E+02  1.928E+03     144 A        90 A        64 A   
  45.00 keV   2.197E+02  1.959E+03     158 A        97 A        70 A   
