 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-75-30.txt

 Ion = Zinc         [30] , Mass = 75 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 75 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.221E+02  1.392E+03      56 A        38 A        28 A   
  11.00 keV   1.280E+02  1.430E+03      59 A        40 A        29 A   
  12.00 keV   1.337E+02  1.464E+03      63 A        43 A        31 A   
  13.00 keV   1.392E+02  1.496E+03      66 A        45 A        32 A   
  14.00 keV   1.444E+02  1.525E+03      70 A        46 A        33 A   
  15.00 keV   1.495E+02  1.552E+03      73 A        48 A        35 A   
  16.00 keV   1.544E+02  1.576E+03      76 A        50 A        36 A   
  17.00 keV   1.592E+02  1.599E+03      80 A        52 A        38 A   
  18.00 keV   1.638E+02  1.621E+03      83 A        54 A        39 A   
  20.00 keV   1.726E+02  1.659E+03      89 A        57 A        41 A   
  22.50 keV   1.831E+02  1.701E+03      97 A        62 A        45 A   
  25.00 keV   1.930E+02  1.737E+03     105 A        66 A        48 A   
  27.50 keV   2.024E+02  1.768E+03     112 A        70 A        51 A   
  30.00 keV   2.114E+02  1.796E+03     120 A        74 A        54 A   
  32.50 keV   2.201E+02  1.820E+03     127 A        78 A        56 A   
  35.00 keV   2.284E+02  1.841E+03     134 A        82 A        59 A   
  37.50 keV   2.364E+02  1.860E+03     142 A        86 A        62 A   
  40.00 keV   2.441E+02  1.877E+03     149 A        90 A        65 A   
  45.00 keV   2.589E+02  1.906E+03     163 A        97 A        70 A   
