 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-72-27.txt

 Ion = Cobalt       [27] , Mass = 72 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   9.791E+01  1.286E+03      59 A        41 A        29 A   
  11.00 keV   1.027E+02  1.320E+03      63 A        43 A        31 A   
  12.00 keV   1.073E+02  1.350E+03      67 A        46 A        33 A   
  13.00 keV   1.116E+02  1.378E+03      70 A        48 A        34 A   
  14.00 keV   1.158E+02  1.403E+03      74 A        50 A        36 A   
  15.00 keV   1.199E+02  1.427E+03      78 A        52 A        37 A   
  16.00 keV   1.238E+02  1.448E+03      81 A        54 A        39 A   
  17.00 keV   1.277E+02  1.468E+03      85 A        56 A        40 A   
  18.00 keV   1.314E+02  1.486E+03      88 A        58 A        42 A   
  20.00 keV   1.385E+02  1.519E+03      95 A        62 A        45 A   
  22.50 keV   1.469E+02  1.555E+03     104 A        67 A        48 A   
  25.00 keV   1.548E+02  1.585E+03     112 A        72 A        52 A   
  27.50 keV   1.624E+02  1.611E+03     121 A        76 A        55 A   
  30.00 keV   1.696E+02  1.634E+03     129 A        81 A        58 A   
  32.50 keV   1.765E+02  1.653E+03     137 A        85 A        61 A   
  35.00 keV   1.832E+02  1.671E+03     145 A        90 A        64 A   
  37.50 keV   1.896E+02  1.686E+03     153 A        94 A        68 A   
  40.00 keV   1.958E+02  1.699E+03     161 A        98 A        71 A   
  45.00 keV   2.077E+02  1.722E+03     177 A       107 A        77 A   
