 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-60-28.txt

 Ion = Nickel       [28] , Mass = 60 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 60 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.322E+01  1.206E+03      58 A        43 A        32 A   
  11.00 keV   7.679E+01  1.237E+03      62 A        46 A        34 A   
  12.00 keV   8.021E+01  1.265E+03      65 A        48 A        35 A   
  13.00 keV   8.348E+01  1.290E+03      69 A        51 A        37 A   
  14.00 keV   8.663E+01  1.314E+03      73 A        53 A        39 A   
  15.00 keV   8.968E+01  1.335E+03      76 A        55 A        40 A   
  16.00 keV   9.262E+01  1.355E+03      80 A        58 A        42 A   
  17.00 keV   9.547E+01  1.373E+03      83 A        60 A        44 A   
  18.00 keV   9.823E+01  1.390E+03      87 A        62 A        45 A   
  20.00 keV   1.035E+02  1.420E+03      94 A        67 A        48 A   
  22.50 keV   1.098E+02  1.453E+03     103 A        72 A        52 A   
  25.00 keV   1.158E+02  1.480E+03     111 A        77 A        56 A   
  27.50 keV   1.214E+02  1.504E+03     119 A        83 A        59 A   
  30.00 keV   1.268E+02  1.525E+03     128 A        88 A        63 A   
  32.50 keV   1.320E+02  1.543E+03     136 A        93 A        66 A   
  35.00 keV   1.370E+02  1.558E+03     144 A        97 A        70 A   
  37.50 keV   1.418E+02  1.572E+03     152 A       102 A        73 A   
  40.00 keV   1.464E+02  1.584E+03     160 A       107 A        77 A   
  45.00 keV   1.553E+02  1.604E+03     176 A       116 A        83 A   
