 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-69-31.txt

 Ion = Gallium      [31] , Mass = 69 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 69 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.263E+02  1.367E+03      54 A        39 A        28 A   
  11.00 keV   1.324E+02  1.404E+03      58 A        41 A        29 A   
  12.00 keV   1.383E+02  1.438E+03      61 A        43 A        31 A   
  13.00 keV   1.440E+02  1.469E+03      65 A        45 A        32 A   
  14.00 keV   1.494E+02  1.498E+03      68 A        47 A        34 A   
  15.00 keV   1.546E+02  1.524E+03      71 A        49 A        35 A   
  16.00 keV   1.597E+02  1.548E+03      75 A        51 A        37 A   
  17.00 keV   1.646E+02  1.571E+03      78 A        53 A        38 A   
  18.00 keV   1.694E+02  1.592E+03      81 A        55 A        39 A   
  20.00 keV   1.786E+02  1.630E+03      87 A        58 A        42 A   
  22.50 keV   1.894E+02  1.671E+03      95 A        63 A        45 A   
  25.00 keV   1.997E+02  1.706E+03     102 A        67 A        48 A   
  27.50 keV   2.094E+02  1.737E+03     110 A        71 A        51 A   
  30.00 keV   2.187E+02  1.764E+03     117 A        75 A        54 A   
  32.50 keV   2.276E+02  1.787E+03     124 A        79 A        57 A   
  35.00 keV   2.362E+02  1.808E+03     131 A        83 A        60 A   
  37.50 keV   2.445E+02  1.827E+03     139 A        87 A        63 A   
  40.00 keV   2.525E+02  1.844E+03     146 A        91 A        66 A   
  45.00 keV   2.679E+02  1.872E+03     160 A        99 A        71 A   
