 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-68-26.txt

 Ion = Iron         [26] , Mass = 68 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Iron         [26] , Mass = 68 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.141E+02  1.226E+03      60 A        42 A        30 A   
  11.00 keV   1.197E+02  1.257E+03      64 A        44 A        32 A   
  12.00 keV   1.250E+02  1.285E+03      67 A        47 A        34 A   
  13.00 keV   1.301E+02  1.311E+03      71 A        49 A        35 A   
  14.00 keV   1.350E+02  1.334E+03      75 A        51 A        37 A   
  15.00 keV   1.398E+02  1.356E+03      79 A        53 A        38 A   
  16.00 keV   1.444E+02  1.375E+03      82 A        56 A        40 A   
  17.00 keV   1.488E+02  1.394E+03      86 A        58 A        42 A   
  18.00 keV   1.531E+02  1.410E+03      90 A        60 A        43 A   
  20.00 keV   1.614E+02  1.441E+03      97 A        64 A        46 A   
  22.50 keV   1.712E+02  1.473E+03     105 A        69 A        50 A   
  25.00 keV   1.805E+02  1.501E+03     114 A        74 A        53 A   
  27.50 keV   1.893E+02  1.524E+03     122 A        79 A        57 A   
  30.00 keV   1.977E+02  1.544E+03     131 A        83 A        60 A   
  32.50 keV   2.058E+02  1.562E+03     139 A        88 A        63 A   
  35.00 keV   2.135E+02  1.577E+03     147 A        92 A        66 A   
  37.50 keV   2.210E+02  1.591E+03     156 A        97 A        70 A   
  40.00 keV   2.283E+02  1.603E+03     164 A       101 A        73 A   
  45.00 keV   2.421E+02  1.622E+03     180 A       110 A        79 A   
