 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-63-32.txt

 Ion = Germanium    [32] , Mass = 63 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 63 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.725E+01  9.995E+02      40 A        48 A        36 A   
  11.00 keV   8.102E+01  1.033E+03      43 A        50 A        38 A   
  12.00 keV   8.462E+01  1.063E+03      45 A        53 A        40 A   
  13.00 keV   8.808E+01  1.091E+03      47 A        55 A        42 A   
  14.00 keV   9.140E+01  1.117E+03      50 A        57 A        44 A   
  15.00 keV   9.461E+01  1.141E+03      52 A        60 A        46 A   
  16.00 keV   9.771E+01  1.164E+03      54 A        62 A        48 A   
  17.00 keV   1.007E+02  1.186E+03      57 A        64 A        49 A   
  18.00 keV   1.036E+02  1.206E+03      59 A        67 A        51 A   
  20.00 keV   1.092E+02  1.243E+03      63 A        71 A        54 A   
  22.50 keV   1.159E+02  1.284E+03      69 A        76 A        58 A   
  25.00 keV   1.221E+02  1.320E+03      74 A        81 A        62 A   
  27.50 keV   1.281E+02  1.352E+03      79 A        86 A        66 A   
  30.00 keV   1.338E+02  1.382E+03      84 A        91 A        70 A   
  32.50 keV   1.393E+02  1.408E+03      89 A        96 A        74 A   
  35.00 keV   1.445E+02  1.432E+03      94 A       100 A        77 A   
  37.50 keV   1.496E+02  1.454E+03      99 A       105 A        81 A   
  40.00 keV   1.545E+02  1.474E+03     104 A       109 A        85 A   
  45.00 keV   1.639E+02  1.510E+03     114 A       118 A        92 A   
