 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-67-32.txt

 Ion = Germanium    [32] , Mass = 67 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 67 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.074E+02  1.373E+03      54 A        39 A        28 A   
  11.00 keV   1.126E+02  1.411E+03      57 A        41 A        30 A   
  12.00 keV   1.176E+02  1.446E+03      61 A        43 A        31 A   
  13.00 keV   1.224E+02  1.477E+03      64 A        46 A        33 A   
  14.00 keV   1.271E+02  1.506E+03      67 A        48 A        34 A   
  15.00 keV   1.315E+02  1.533E+03      71 A        49 A        36 A   
  16.00 keV   1.358E+02  1.557E+03      74 A        51 A        37 A   
  17.00 keV   1.400E+02  1.580E+03      77 A        53 A        38 A   
  18.00 keV   1.441E+02  1.601E+03      80 A        55 A        40 A   
  20.00 keV   1.519E+02  1.640E+03      86 A        59 A        42 A   
  22.50 keV   1.611E+02  1.682E+03      94 A        63 A        46 A   
  25.00 keV   1.698E+02  1.718E+03     101 A        68 A        49 A   
  27.50 keV   1.781E+02  1.749E+03     109 A        72 A        52 A   
  30.00 keV   1.860E+02  1.777E+03     116 A        76 A        55 A   
  32.50 keV   1.936E+02  1.801E+03     123 A        80 A        58 A   
  35.00 keV   2.009E+02  1.822E+03     130 A        84 A        61 A   
  37.50 keV   2.079E+02  1.842E+03     137 A        88 A        63 A   
  40.00 keV   2.148E+02  1.859E+03     144 A        92 A        66 A   
  45.00 keV   2.278E+02  1.888E+03     158 A       100 A        72 A   
