 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-67-31.txt

 Ion = Gallium      [31] , Mass = 67 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 67 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.939E+01  1.027E+03      41 A        47 A        36 A   
  11.00 keV   9.375E+01  1.061E+03      43 A        49 A        38 A   
  12.00 keV   9.792E+01  1.092E+03      46 A        52 A        39 A   
  13.00 keV   1.019E+02  1.121E+03      48 A        54 A        41 A   
  14.00 keV   1.058E+02  1.147E+03      51 A        56 A        43 A   
  15.00 keV   1.095E+02  1.172E+03      53 A        58 A        45 A   
  16.00 keV   1.131E+02  1.195E+03      55 A        61 A        47 A   
  17.00 keV   1.166E+02  1.217E+03      58 A        63 A        48 A   
  18.00 keV   1.199E+02  1.238E+03      60 A        65 A        50 A   
  20.00 keV   1.264E+02  1.275E+03      64 A        69 A        53 A   
  22.50 keV   1.341E+02  1.317E+03      70 A        74 A        57 A   
  25.00 keV   1.413E+02  1.354E+03      75 A        79 A        61 A   
  27.50 keV   1.482E+02  1.387E+03      80 A        84 A        65 A   
  30.00 keV   1.548E+02  1.417E+03      86 A        89 A        69 A   
  32.50 keV   1.612E+02  1.444E+03      91 A        94 A        72 A   
  35.00 keV   1.672E+02  1.468E+03      96 A        98 A        76 A   
  37.50 keV   1.731E+02  1.490E+03     101 A       103 A        79 A   
  40.00 keV   1.788E+02  1.511E+03     106 A       107 A        83 A   
  45.00 keV   1.896E+02  1.547E+03     116 A       116 A        90 A   
