 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-71-30.txt

 Ion = Zinc         [30] , Mass = 71 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 71 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.255E+02  1.359E+03      56 A        39 A        28 A   
  11.00 keV   1.316E+02  1.396E+03      59 A        41 A        30 A   
  12.00 keV   1.374E+02  1.429E+03      63 A        43 A        31 A   
  13.00 keV   1.430E+02  1.460E+03      66 A        45 A        33 A   
  14.00 keV   1.484E+02  1.488E+03      69 A        47 A        34 A   
  15.00 keV   1.537E+02  1.514E+03      73 A        49 A        35 A   
  16.00 keV   1.587E+02  1.537E+03      76 A        51 A        37 A   
  17.00 keV   1.636E+02  1.560E+03      79 A        53 A        38 A   
  18.00 keV   1.683E+02  1.580E+03      83 A        55 A        40 A   
  20.00 keV   1.774E+02  1.617E+03      89 A        59 A        42 A   
  22.50 keV   1.882E+02  1.658E+03      97 A        63 A        45 A   
  25.00 keV   1.984E+02  1.692E+03     104 A        67 A        49 A   
  27.50 keV   2.080E+02  1.722E+03     112 A        71 A        52 A   
  30.00 keV   2.173E+02  1.748E+03     119 A        76 A        55 A   
  32.50 keV   2.262E+02  1.772E+03     127 A        80 A        57 A   
  35.00 keV   2.347E+02  1.792E+03     134 A        84 A        60 A   
  37.50 keV   2.429E+02  1.810E+03     141 A        88 A        63 A   
  40.00 keV   2.509E+02  1.826E+03     149 A        92 A        66 A   
  45.00 keV   2.661E+02  1.853E+03     163 A        99 A        71 A   
