 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-66-29.txt

 Ion = Copper       [29] , Mass = 66 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.113E+01  1.289E+03      57 A        41 A        30 A   
  11.00 keV   8.509E+01  1.323E+03      61 A        44 A        31 A   
  12.00 keV   8.888E+01  1.354E+03      64 A        46 A        33 A   
  13.00 keV   9.251E+01  1.382E+03      68 A        48 A        35 A   
  14.00 keV   9.600E+01  1.408E+03      71 A        51 A        36 A   
  15.00 keV   9.937E+01  1.432E+03      75 A        53 A        38 A   
  16.00 keV   1.026E+02  1.454E+03      78 A        55 A        39 A   
  17.00 keV   1.058E+02  1.474E+03      82 A        57 A        41 A   
  18.00 keV   1.089E+02  1.493E+03      85 A        59 A        42 A   
  20.00 keV   1.147E+02  1.527E+03      92 A        63 A        45 A   
  22.50 keV   1.217E+02  1.563E+03     100 A        68 A        49 A   
  25.00 keV   1.283E+02  1.595E+03     108 A        73 A        52 A   
  27.50 keV   1.345E+02  1.622E+03     116 A        77 A        56 A   
  30.00 keV   1.405E+02  1.645E+03     124 A        82 A        59 A   
  32.50 keV   1.463E+02  1.666E+03     132 A        87 A        62 A   
  35.00 keV   1.518E+02  1.684E+03     140 A        91 A        65 A   
  37.50 keV   1.571E+02  1.700E+03     148 A        95 A        68 A   
  40.00 keV   1.623E+02  1.714E+03     155 A       100 A        72 A   
  45.00 keV   1.721E+02  1.738E+03     171 A       108 A        78 A   
