 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-69-33.txt

 Ion = Arsenic      [33] , Mass = 69 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Arsenic      [33] , Mass = 69 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.243E+02  1.416E+03      53 A        38 A        27 A   
  11.00 keV   1.304E+02  1.456E+03      56 A        40 A        29 A   
  12.00 keV   1.362E+02  1.492E+03      60 A        42 A        30 A   
  13.00 keV   1.418E+02  1.525E+03      63 A        44 A        32 A   
  14.00 keV   1.471E+02  1.555E+03      66 A        46 A        33 A   
  15.00 keV   1.523E+02  1.583E+03      69 A        48 A        34 A   
  16.00 keV   1.573E+02  1.609E+03      72 A        50 A        36 A   
  17.00 keV   1.621E+02  1.633E+03      75 A        52 A        37 A   
  18.00 keV   1.668E+02  1.656E+03      78 A        53 A        38 A   
  20.00 keV   1.758E+02  1.697E+03      84 A        57 A        41 A   
  22.50 keV   1.865E+02  1.741E+03      92 A        61 A        44 A   
  25.00 keV   1.966E+02  1.779E+03      99 A        65 A        47 A   
  27.50 keV   2.062E+02  1.813E+03     106 A        69 A        50 A   
  30.00 keV   2.153E+02  1.842E+03     113 A        73 A        53 A   
  32.50 keV   2.241E+02  1.868E+03     120 A        77 A        56 A   
  35.00 keV   2.326E+02  1.891E+03     127 A        81 A        58 A   
  37.50 keV   2.408E+02  1.912E+03     134 A        85 A        61 A   
  40.00 keV   2.487E+02  1.930E+03     140 A        89 A        64 A   
  45.00 keV   2.637E+02  1.962E+03     154 A        96 A        69 A   
