 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-66-35.txt

 Ion = Bromine      [35] , Mass = 66 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Bromine      [35] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.565E+01  1.082E+03      38 A        45 A        34 A   
  11.00 keV   8.984E+01  1.118E+03      41 A        47 A        36 A   
  12.00 keV   9.383E+01  1.152E+03      43 A        50 A        38 A   
  13.00 keV   9.766E+01  1.184E+03      45 A        52 A        40 A   
  14.00 keV   1.013E+02  1.213E+03      48 A        54 A        41 A   
  15.00 keV   1.049E+02  1.240E+03      50 A        56 A        43 A   
  16.00 keV   1.083E+02  1.266E+03      52 A        58 A        45 A   
  17.00 keV   1.117E+02  1.290E+03      54 A        60 A        46 A   
  18.00 keV   1.149E+02  1.312E+03      56 A        62 A        48 A   
  20.00 keV   1.211E+02  1.354E+03      60 A        66 A        51 A   
  22.50 keV   1.285E+02  1.401E+03      65 A        71 A        55 A   
  25.00 keV   1.354E+02  1.442E+03      70 A        76 A        58 A   
  27.50 keV   1.420E+02  1.479E+03      75 A        80 A        62 A   
  30.00 keV   1.484E+02  1.512E+03      80 A        85 A        65 A   
  32.50 keV   1.544E+02  1.543E+03      85 A        89 A        69 A   
  35.00 keV   1.602E+02  1.570E+03      89 A        93 A        72 A   
  37.50 keV   1.659E+02  1.596E+03      94 A        98 A        75 A   
  40.00 keV   1.713E+02  1.619E+03      98 A       102 A        79 A   
  45.00 keV   1.817E+02  1.661E+03     108 A       110 A        85 A   
