 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-64-32.txt

 Ion = Germanium    [32] , Mass = 64 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 64 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.099E+02  1.344E+03      54 A        39 A        29 A   
  11.00 keV   1.152E+02  1.381E+03      57 A        42 A        30 A   
  12.00 keV   1.204E+02  1.414E+03      60 A        44 A        32 A   
  13.00 keV   1.253E+02  1.445E+03      64 A        46 A        33 A   
  14.00 keV   1.300E+02  1.473E+03      67 A        48 A        35 A   
  15.00 keV   1.346E+02  1.499E+03      70 A        50 A        36 A   
  16.00 keV   1.390E+02  1.523E+03      73 A        52 A        38 A   
  17.00 keV   1.433E+02  1.545E+03      77 A        54 A        39 A   
  18.00 keV   1.474E+02  1.566E+03      80 A        56 A        40 A   
  20.00 keV   1.554E+02  1.603E+03      86 A        60 A        43 A   
  22.50 keV   1.648E+02  1.644E+03      94 A        64 A        46 A   
  25.00 keV   1.737E+02  1.678E+03     101 A        69 A        50 A   
  27.50 keV   1.822E+02  1.709E+03     108 A        73 A        53 A   
  30.00 keV   1.903E+02  1.735E+03     116 A        77 A        56 A   
  32.50 keV   1.981E+02  1.759E+03     123 A        82 A        59 A   
  35.00 keV   2.055E+02  1.779E+03     130 A        86 A        62 A   
  37.50 keV   2.128E+02  1.798E+03     137 A        90 A        65 A   
  40.00 keV   2.197E+02  1.814E+03     144 A        94 A        67 A   
  45.00 keV   2.331E+02  1.842E+03     158 A       102 A        73 A   
