 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-68-31.txt

 Ion = Gallium      [31] , Mass = 68 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 68 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.272E+02  1.358E+03      54 A        39 A        28 A   
  11.00 keV   1.334E+02  1.395E+03      58 A        41 A        30 A   
  12.00 keV   1.393E+02  1.429E+03      61 A        43 A        31 A   
  13.00 keV   1.450E+02  1.459E+03      65 A        45 A        33 A   
  14.00 keV   1.505E+02  1.488E+03      68 A        47 A        34 A   
  15.00 keV   1.558E+02  1.514E+03      71 A        49 A        35 A   
  16.00 keV   1.609E+02  1.538E+03      75 A        51 A        37 A   
  17.00 keV   1.658E+02  1.560E+03      78 A        53 A        38 A   
  18.00 keV   1.707E+02  1.581E+03      81 A        55 A        40 A   
  20.00 keV   1.799E+02  1.618E+03      87 A        59 A        42 A   
  22.50 keV   1.908E+02  1.659E+03      95 A        63 A        45 A   
  25.00 keV   2.011E+02  1.694E+03     102 A        67 A        49 A   
  27.50 keV   2.109E+02  1.724E+03     110 A        72 A        52 A   
  30.00 keV   2.203E+02  1.751E+03     117 A        76 A        55 A   
  32.50 keV   2.293E+02  1.774E+03     124 A        80 A        57 A   
  35.00 keV   2.380E+02  1.795E+03     131 A        84 A        60 A   
  37.50 keV   2.463E+02  1.813E+03     139 A        88 A        63 A   
  40.00 keV   2.544E+02  1.830E+03     146 A        92 A        66 A   
  45.00 keV   2.698E+02  1.858E+03     160 A        99 A        71 A   
