 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-70-26.txt

 Ion = Iron         [26] , Mass = 70 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Iron         [26] , Mass = 70 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.125E+02  1.242E+03      60 A        42 A        30 A   
  11.00 keV   1.180E+02  1.274E+03      64 A        44 A        32 A   
  12.00 keV   1.232E+02  1.303E+03      68 A        46 A        33 A   
  13.00 keV   1.283E+02  1.329E+03      71 A        49 A        35 A   
  14.00 keV   1.331E+02  1.353E+03      75 A        51 A        37 A   
  15.00 keV   1.378E+02  1.375E+03      79 A        53 A        38 A   
  16.00 keV   1.423E+02  1.395E+03      82 A        55 A        40 A   
  17.00 keV   1.467E+02  1.413E+03      86 A        57 A        41 A   
  18.00 keV   1.509E+02  1.430E+03      90 A        59 A        43 A   
  20.00 keV   1.591E+02  1.461E+03      97 A        63 A        46 A   
  22.50 keV   1.687E+02  1.494E+03     105 A        68 A        49 A   
  25.00 keV   1.779E+02  1.522E+03     114 A        73 A        53 A   
  27.50 keV   1.865E+02  1.547E+03     122 A        78 A        56 A   
  30.00 keV   1.948E+02  1.567E+03     131 A        82 A        59 A   
  32.50 keV   2.028E+02  1.586E+03     139 A        87 A        63 A   
  35.00 keV   2.104E+02  1.601E+03     147 A        91 A        66 A   
  37.50 keV   2.178E+02  1.615E+03     156 A        96 A        69 A   
  40.00 keV   2.250E+02  1.627E+03     164 A       100 A        72 A   
  45.00 keV   2.386E+02  1.647E+03     180 A       109 A        78 A   
