 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-61-34.txt

 Ion = Selenium     [34] , Mass = 61 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 61 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   9.099E+01  1.007E+03      39 A        47 A        36 A   
  11.00 keV   9.543E+01  1.041E+03      41 A        49 A        37 A   
  12.00 keV   9.967E+01  1.072E+03      43 A        52 A        39 A   
  13.00 keV   1.037E+02  1.101E+03      46 A        54 A        41 A   
  14.00 keV   1.077E+02  1.128E+03      48 A        56 A        43 A   
  15.00 keV   1.114E+02  1.153E+03      50 A        59 A        45 A   
  16.00 keV   1.151E+02  1.176E+03      52 A        61 A        46 A   
  17.00 keV   1.186E+02  1.198E+03      55 A        63 A        48 A   
  18.00 keV   1.221E+02  1.219E+03      57 A        65 A        50 A   
  20.00 keV   1.287E+02  1.257E+03      61 A        69 A        53 A   
  22.50 keV   1.365E+02  1.300E+03      66 A        74 A        57 A   
  25.00 keV   1.439E+02  1.337E+03      71 A        79 A        61 A   
  27.50 keV   1.509E+02  1.371E+03      76 A        84 A        65 A   
  30.00 keV   1.576E+02  1.401E+03      81 A        89 A        68 A   
  32.50 keV   1.640E+02  1.429E+03      86 A        93 A        72 A   
  35.00 keV   1.702E+02  1.454E+03      91 A        98 A        75 A   
  37.50 keV   1.762E+02  1.477E+03      95 A       102 A        79 A   
  40.00 keV   1.820E+02  1.498E+03     100 A       107 A        82 A   
  45.00 keV   1.930E+02  1.536E+03     109 A       115 A        89 A   
