 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-60-28.txt

 Ion = Nickel       [28] , Mass = 60 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 60 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   5.108E+01  8.991E+02      43 A        52 A        40 A   
  11.00 keV   5.357E+01  9.276E+02      46 A        55 A        42 A   
  12.00 keV   5.595E+01  9.538E+02      48 A        58 A        44 A   
  13.00 keV   5.824E+01  9.778E+02      51 A        61 A        46 A   
  14.00 keV   6.044E+01  1.000E+03      54 A        63 A        48 A   
  15.00 keV   6.256E+01  1.021E+03      56 A        66 A        50 A   
  16.00 keV   6.461E+01  1.040E+03      59 A        68 A        52 A   
  17.00 keV   6.660E+01  1.058E+03      61 A        71 A        54 A   
  18.00 keV   6.853E+01  1.075E+03      64 A        74 A        56 A   
  20.00 keV   7.223E+01  1.107E+03      69 A        78 A        60 A   
  22.50 keV   7.662E+01  1.141E+03      75 A        84 A        65 A   
  25.00 keV   8.076E+01  1.171E+03      81 A        90 A        69 A   
  27.50 keV   8.470E+01  1.198E+03      86 A        96 A        74 A   
  30.00 keV   8.847E+01  1.222E+03      92 A       101 A        78 A   
  32.50 keV   9.208E+01  1.244E+03      98 A       107 A        82 A   
  35.00 keV   9.556E+01  1.264E+03     104 A       112 A        87 A   
  37.50 keV   9.891E+01  1.282E+03     109 A       118 A        91 A   
  40.00 keV   1.022E+02  1.298E+03     115 A       123 A        95 A   
  45.00 keV   1.084E+02  1.327E+03     126 A       133 A       103 A   
