 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-62-27.txt

 Ion = Cobalt       [27] , Mass = 62 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 62 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.055E+02  1.200E+03      58 A        43 A        31 A   
  11.00 keV   1.107E+02  1.230E+03      62 A        45 A        33 A   
  12.00 keV   1.156E+02  1.258E+03      66 A        48 A        34 A   
  13.00 keV   1.203E+02  1.283E+03      70 A        50 A        36 A   
  14.00 keV   1.248E+02  1.306E+03      73 A        53 A        38 A   
  15.00 keV   1.292E+02  1.327E+03      77 A        55 A        39 A   
  16.00 keV   1.335E+02  1.346E+03      81 A        57 A        41 A   
  17.00 keV   1.376E+02  1.364E+03      84 A        59 A        43 A   
  18.00 keV   1.416E+02  1.380E+03      88 A        61 A        44 A   
  20.00 keV   1.492E+02  1.410E+03      95 A        66 A        47 A   
  22.50 keV   1.583E+02  1.442E+03     103 A        71 A        51 A   
  25.00 keV   1.668E+02  1.469E+03     112 A        76 A        55 A   
  27.50 keV   1.750E+02  1.492E+03     120 A        81 A        58 A   
  30.00 keV   1.827E+02  1.512E+03     128 A        86 A        62 A   
  32.50 keV   1.902E+02  1.529E+03     137 A        90 A        65 A   
  35.00 keV   1.974E+02  1.544E+03     145 A        95 A        68 A   
  37.50 keV   2.043E+02  1.557E+03     153 A       100 A        72 A   
  40.00 keV   2.110E+02  1.569E+03     161 A       104 A        75 A   
  45.00 keV   2.238E+02  1.588E+03     177 A       113 A        81 A   
