 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-72-33.txt

 Ion = Arsenic      [33] , Mass = 72 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Arsenic      [33] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.217E+02  1.443E+03      53 A        38 A        27 A   
  11.00 keV   1.277E+02  1.484E+03      57 A        40 A        28 A   
  12.00 keV   1.333E+02  1.521E+03      60 A        42 A        30 A   
  13.00 keV   1.388E+02  1.554E+03      63 A        43 A        31 A   
  14.00 keV   1.440E+02  1.586E+03      66 A        45 A        33 A   
  15.00 keV   1.491E+02  1.614E+03      69 A        47 A        34 A   
  16.00 keV   1.540E+02  1.641E+03      72 A        49 A        35 A   
  17.00 keV   1.587E+02  1.666E+03      76 A        51 A        37 A   
  18.00 keV   1.633E+02  1.689E+03      79 A        53 A        38 A   
  20.00 keV   1.721E+02  1.731E+03      85 A        56 A        40 A   
  22.50 keV   1.826E+02  1.776E+03      92 A        60 A        43 A   
  25.00 keV   1.924E+02  1.816E+03      99 A        64 A        46 A   
  27.50 keV   2.018E+02  1.850E+03     106 A        68 A        49 A   
  30.00 keV   2.108E+02  1.881E+03     113 A        72 A        52 A   
  32.50 keV   2.194E+02  1.908E+03     120 A        76 A        55 A   
  35.00 keV   2.277E+02  1.932E+03     127 A        80 A        57 A   
  37.50 keV   2.357E+02  1.953E+03     134 A        83 A        60 A   
  40.00 keV   2.434E+02  1.972E+03     140 A        87 A        63 A   
  45.00 keV   2.582E+02  2.005E+03     154 A        94 A        68 A   
