 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-73-30.txt

 Ion = Zinc         [30] , Mass = 73 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 73 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.237E+02  1.375E+03      56 A        39 A        28 A   
  11.00 keV   1.298E+02  1.413E+03      59 A        41 A        29 A   
  12.00 keV   1.355E+02  1.447E+03      63 A        43 A        31 A   
  13.00 keV   1.411E+02  1.478E+03      66 A        45 A        32 A   
  14.00 keV   1.464E+02  1.507E+03      70 A        47 A        34 A   
  15.00 keV   1.515E+02  1.533E+03      73 A        49 A        35 A   
  16.00 keV   1.565E+02  1.557E+03      76 A        51 A        36 A   
  17.00 keV   1.613E+02  1.580E+03      79 A        53 A        38 A   
  18.00 keV   1.660E+02  1.601E+03      83 A        54 A        39 A   
  20.00 keV   1.750E+02  1.639E+03      89 A        58 A        42 A   
  22.50 keV   1.856E+02  1.680E+03      97 A        62 A        45 A   
  25.00 keV   1.956E+02  1.715E+03     105 A        67 A        48 A   
  27.50 keV   2.052E+02  1.746E+03     112 A        71 A        51 A   
  30.00 keV   2.143E+02  1.772E+03     120 A        75 A        54 A   
  32.50 keV   2.231E+02  1.796E+03     127 A        79 A        57 A   
  35.00 keV   2.315E+02  1.817E+03     134 A        83 A        60 A   
  37.50 keV   2.396E+02  1.835E+03     141 A        87 A        63 A   
  40.00 keV   2.475E+02  1.852E+03     149 A        91 A        65 A   
  45.00 keV   2.625E+02  1.880E+03     163 A        98 A        71 A   
