 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-61-32.txt

 Ion = Germanium    [32] , Mass = 61 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 61 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.125E+02  1.313E+03      53 A        40 A        29 A   
  11.00 keV   1.180E+02  1.349E+03      57 A        42 A        31 A   
  12.00 keV   1.233E+02  1.382E+03      60 A        44 A        32 A   
  13.00 keV   1.283E+02  1.411E+03      64 A        47 A        34 A   
  14.00 keV   1.332E+02  1.438E+03      67 A        49 A        35 A   
  15.00 keV   1.378E+02  1.463E+03      70 A        51 A        37 A   
  16.00 keV   1.423E+02  1.487E+03      73 A        53 A        38 A   
  17.00 keV   1.467E+02  1.508E+03      76 A        55 A        40 A   
  18.00 keV   1.510E+02  1.528E+03      80 A        57 A        41 A   
  20.00 keV   1.592E+02  1.564E+03      86 A        61 A        44 A   
  22.50 keV   1.688E+02  1.603E+03      93 A        65 A        47 A   
  25.00 keV   1.779E+02  1.637E+03     101 A        70 A        50 A   
  27.50 keV   1.866E+02  1.666E+03     108 A        74 A        54 A   
  30.00 keV   1.949E+02  1.692E+03     115 A        79 A        57 A   
  32.50 keV   2.029E+02  1.714E+03     123 A        83 A        60 A   
  35.00 keV   2.105E+02  1.734E+03     130 A        87 A        63 A   
  37.50 keV   2.179E+02  1.752E+03     137 A        92 A        66 A   
  40.00 keV   2.251E+02  1.767E+03     144 A        96 A        69 A   
  45.00 keV   2.387E+02  1.794E+03     158 A       104 A        75 A   
