 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-74-25.txt

 Ion = Manganese    [25] , Mass = 74 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Manganese    [25] , Mass = 74 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.020E+02  1.244E+03      61 A        42 A        30 A   
  11.00 keV   1.070E+02  1.276E+03      66 A        44 A        32 A   
  12.00 keV   1.118E+02  1.304E+03      70 A        47 A        33 A   
  13.00 keV   1.163E+02  1.330E+03      73 A        49 A        35 A   
  14.00 keV   1.207E+02  1.354E+03      77 A        51 A        37 A   
  15.00 keV   1.249E+02  1.376E+03      81 A        53 A        38 A   
  16.00 keV   1.290E+02  1.396E+03      85 A        55 A        40 A   
  17.00 keV   1.330E+02  1.414E+03      89 A        57 A        41 A   
  18.00 keV   1.369E+02  1.431E+03      92 A        59 A        43 A   
  20.00 keV   1.443E+02  1.462E+03     100 A        64 A        46 A   
  22.50 keV   1.530E+02  1.494E+03     109 A        68 A        49 A   
  25.00 keV   1.613E+02  1.522E+03     117 A        73 A        53 A   
  27.50 keV   1.692E+02  1.546E+03     126 A        78 A        56 A   
  30.00 keV   1.767E+02  1.566E+03     135 A        83 A        60 A   
  32.50 keV   1.839E+02  1.584E+03     143 A        87 A        63 A   
  35.00 keV   1.909E+02  1.599E+03     152 A        92 A        66 A   
  37.50 keV   1.976E+02  1.613E+03     160 A        96 A        69 A   
  40.00 keV   2.040E+02  1.625E+03     169 A       101 A        72 A   
  45.00 keV   2.164E+02  1.644E+03     185 A       109 A        78 A   
