 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-65-27.txt

 Ion = Cobalt       [27] , Mass = 65 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 65 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.030E+02  1.227E+03      59 A        42 A        30 A   
  11.00 keV   1.081E+02  1.259E+03      62 A        45 A        32 A   
  12.00 keV   1.129E+02  1.287E+03      66 A        47 A        34 A   
  13.00 keV   1.175E+02  1.313E+03      70 A        49 A        36 A   
  14.00 keV   1.219E+02  1.337E+03      74 A        52 A        37 A   
  15.00 keV   1.262E+02  1.359E+03      77 A        54 A        39 A   
  16.00 keV   1.303E+02  1.378E+03      81 A        56 A        40 A   
  17.00 keV   1.344E+02  1.397E+03      84 A        58 A        42 A   
  18.00 keV   1.383E+02  1.414E+03      88 A        60 A        43 A   
  20.00 keV   1.457E+02  1.445E+03      95 A        64 A        46 A   
  22.50 keV   1.546E+02  1.478E+03     103 A        69 A        50 A   
  25.00 keV   1.629E+02  1.506E+03     112 A        74 A        54 A   
  27.50 keV   1.709E+02  1.530E+03     120 A        79 A        57 A   
  30.00 keV   1.785E+02  1.550E+03     129 A        84 A        60 A   
  32.50 keV   1.858E+02  1.568E+03     137 A        89 A        64 A   
  35.00 keV   1.928E+02  1.584E+03     145 A        93 A        67 A   
  37.50 keV   1.995E+02  1.598E+03     153 A        98 A        70 A   
  40.00 keV   2.061E+02  1.610E+03     161 A       102 A        73 A   
  45.00 keV   2.186E+02  1.630E+03     177 A       111 A        80 A   
