 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-61-27.txt

 Ion = Cobalt       [27] , Mass = 61 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 61 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.064E+02  1.190E+03      58 A        43 A        31 A   
  11.00 keV   1.116E+02  1.220E+03      62 A        45 A        33 A   
  12.00 keV   1.165E+02  1.248E+03      66 A        48 A        35 A   
  13.00 keV   1.213E+02  1.272E+03      70 A        50 A        36 A   
  14.00 keV   1.259E+02  1.295E+03      73 A        53 A        38 A   
  15.00 keV   1.303E+02  1.316E+03      77 A        55 A        40 A   
  16.00 keV   1.346E+02  1.335E+03      81 A        57 A        41 A   
  17.00 keV   1.387E+02  1.352E+03      84 A        60 A        43 A   
  18.00 keV   1.427E+02  1.369E+03      88 A        62 A        44 A   
  20.00 keV   1.504E+02  1.398E+03      95 A        66 A        47 A   
  22.50 keV   1.596E+02  1.429E+03     103 A        71 A        51 A   
  25.00 keV   1.682E+02  1.456E+03     112 A        76 A        55 A   
  27.50 keV   1.764E+02  1.479E+03     120 A        81 A        58 A   
  30.00 keV   1.842E+02  1.498E+03     128 A        86 A        62 A   
  32.50 keV   1.918E+02  1.516E+03     137 A        91 A        65 A   
  35.00 keV   1.990E+02  1.530E+03     145 A        96 A        69 A   
  37.50 keV   2.060E+02  1.543E+03     153 A       100 A        72 A   
  40.00 keV   2.127E+02  1.555E+03     161 A       105 A        75 A   
  45.00 keV   2.256E+02  1.573E+03     177 A       114 A        82 A   
