 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-67-28.txt

 Ion = Nickel       [28] , Mass = 67 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 67 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   4.834E+01  9.734E+02      43 A        50 A        38 A   
  11.00 keV   5.069E+01  1.005E+03      46 A        52 A        40 A   
  12.00 keV   5.295E+01  1.033E+03      49 A        55 A        42 A   
  13.00 keV   5.511E+01  1.059E+03      51 A        58 A        44 A   
  14.00 keV   5.719E+01  1.084E+03      54 A        60 A        46 A   
  15.00 keV   5.920E+01  1.106E+03      57 A        63 A        48 A   
  16.00 keV   6.114E+01  1.127E+03      59 A        65 A        50 A   
  17.00 keV   6.302E+01  1.147E+03      62 A        68 A        52 A   
  18.00 keV   6.485E+01  1.166E+03      64 A        70 A        54 A   
  20.00 keV   6.836E+01  1.200E+03      69 A        75 A        58 A   
  22.50 keV   7.250E+01  1.238E+03      75 A        80 A        62 A   
  25.00 keV   7.643E+01  1.271E+03      81 A        86 A        66 A   
  27.50 keV   8.016E+01  1.300E+03      87 A        91 A        70 A   
  30.00 keV   8.372E+01  1.327E+03      92 A        96 A        75 A   
  32.50 keV   8.714E+01  1.351E+03      98 A       101 A        79 A   
  35.00 keV   9.043E+01  1.372E+03     104 A       107 A        83 A   
  37.50 keV   9.360E+01  1.392E+03     109 A       112 A        87 A   
  40.00 keV   9.667E+01  1.410E+03     115 A       117 A        90 A   
  45.00 keV   1.025E+02  1.441E+03     126 A       126 A        98 A   
