 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-71-26.txt

 Ion = Iron         [26] , Mass = 71 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Iron         [26] , Mass = 71 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.792E+01  9.742E+02      45 A        49 A        38 A   
  11.00 keV   8.172E+01  1.005E+03      48 A        52 A        40 A   
  12.00 keV   8.535E+01  1.033E+03      50 A        54 A        42 A   
  13.00 keV   8.884E+01  1.058E+03      53 A        57 A        44 A   
  14.00 keV   9.219E+01  1.082E+03      56 A        59 A        46 A   
  15.00 keV   9.543E+01  1.104E+03      58 A        62 A        48 A   
  16.00 keV   9.856E+01  1.125E+03      61 A        64 A        50 A   
  17.00 keV   1.016E+02  1.144E+03      64 A        67 A        51 A   
  18.00 keV   1.045E+02  1.162E+03      66 A        69 A        53 A   
  20.00 keV   1.102E+02  1.196E+03      71 A        74 A        57 A   
  22.50 keV   1.169E+02  1.232E+03      77 A        79 A        61 A   
  25.00 keV   1.232E+02  1.264E+03      84 A        85 A        66 A   
  27.50 keV   1.292E+02  1.293E+03      90 A        90 A        70 A   
  30.00 keV   1.350E+02  1.318E+03      95 A        95 A        74 A   
  32.50 keV   1.405E+02  1.341E+03     101 A       100 A        78 A   
  35.00 keV   1.458E+02  1.362E+03     107 A       105 A        82 A   
  37.50 keV   1.509E+02  1.380E+03     113 A       110 A        85 A   
  40.00 keV   1.558E+02  1.398E+03     119 A       115 A        89 A   
  45.00 keV   1.653E+02  1.428E+03     130 A       124 A        97 A   
