 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-62-25.txt

 Ion = Manganese    [25] , Mass = 62 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Manganese    [25] , Mass = 62 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.115E+02  1.146E+03      61 A        44 A        32 A   
  11.00 keV   1.169E+02  1.174E+03      65 A        47 A        34 A   
  12.00 keV   1.221E+02  1.199E+03      69 A        49 A        35 A   
  13.00 keV   1.271E+02  1.222E+03      72 A        52 A        37 A   
  14.00 keV   1.319E+02  1.243E+03      76 A        54 A        39 A   
  15.00 keV   1.365E+02  1.263E+03      80 A        56 A        41 A   
  16.00 keV   1.410E+02  1.280E+03      84 A        59 A        42 A   
  17.00 keV   1.453E+02  1.296E+03      88 A        61 A        44 A   
  18.00 keV   1.495E+02  1.311E+03      91 A        63 A        46 A   
  20.00 keV   1.576E+02  1.338E+03      99 A        68 A        49 A   
  22.50 keV   1.672E+02  1.367E+03     108 A        73 A        53 A   
  25.00 keV   1.762E+02  1.391E+03     117 A        78 A        56 A   
  27.50 keV   1.848E+02  1.411E+03     126 A        83 A        60 A   
  30.00 keV   1.930E+02  1.429E+03     134 A        88 A        64 A   
  32.50 keV   2.009E+02  1.444E+03     143 A        93 A        67 A   
  35.00 keV   2.085E+02  1.457E+03     152 A        98 A        71 A   
  37.50 keV   2.158E+02  1.468E+03     160 A       103 A        74 A   
  40.00 keV   2.229E+02  1.478E+03     169 A       108 A        78 A   
  45.00 keV   2.364E+02  1.494E+03     186 A       118 A        84 A   
