 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-72-31.txt

 Ion = Gallium      [31] , Mass = 72 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.236E+02  1.393E+03      55 A        38 A        28 A   
  11.00 keV   1.296E+02  1.431E+03      58 A        40 A        29 A   
  12.00 keV   1.354E+02  1.466E+03      62 A        43 A        31 A   
  13.00 keV   1.409E+02  1.498E+03      65 A        45 A        32 A   
  14.00 keV   1.463E+02  1.527E+03      68 A        46 A        33 A   
  15.00 keV   1.514E+02  1.554E+03      72 A        48 A        35 A   
  16.00 keV   1.564E+02  1.579E+03      75 A        50 A        36 A   
  17.00 keV   1.612E+02  1.602E+03      78 A        52 A        38 A   
  18.00 keV   1.658E+02  1.624E+03      81 A        54 A        39 A   
  20.00 keV   1.748E+02  1.663E+03      87 A        57 A        41 A   
  22.50 keV   1.854E+02  1.705E+03      95 A        62 A        45 A   
  25.00 keV   1.954E+02  1.742E+03     103 A        66 A        48 A   
  27.50 keV   2.050E+02  1.773E+03     110 A        70 A        51 A   
  30.00 keV   2.141E+02  1.801E+03     117 A        74 A        53 A   
  32.50 keV   2.228E+02  1.826E+03     124 A        78 A        56 A   
  35.00 keV   2.313E+02  1.848E+03     132 A        82 A        59 A   
  37.50 keV   2.394E+02  1.867E+03     139 A        86 A        62 A   
  40.00 keV   2.472E+02  1.884E+03     146 A        90 A        65 A   
  45.00 keV   2.622E+02  1.913E+03     160 A        97 A        70 A   
