 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-66-35.txt

 Ion = Bromine      [35] , Mass = 66 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Bromine      [35] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.228E+02  1.434E+03      51 A        38 A        27 A   
  11.00 keV   1.288E+02  1.475E+03      54 A        40 A        29 A   
  12.00 keV   1.345E+02  1.512E+03      58 A        42 A        30 A   
  13.00 keV   1.400E+02  1.546E+03      61 A        44 A        31 A   
  14.00 keV   1.453E+02  1.577E+03      64 A        46 A        33 A   
  15.00 keV   1.504E+02  1.606E+03      67 A        48 A        34 A   
  16.00 keV   1.553E+02  1.633E+03      70 A        49 A        35 A   
  17.00 keV   1.601E+02  1.658E+03      73 A        51 A        37 A   
  18.00 keV   1.647E+02  1.681E+03      76 A        53 A        38 A   
  20.00 keV   1.736E+02  1.724E+03      82 A        56 A        41 A   
  22.50 keV   1.842E+02  1.770E+03      89 A        61 A        44 A   
  25.00 keV   1.941E+02  1.810E+03      96 A        65 A        47 A   
  27.50 keV   2.036E+02  1.844E+03     102 A        69 A        49 A   
  30.00 keV   2.127E+02  1.875E+03     109 A        73 A        52 A   
  32.50 keV   2.214E+02  1.903E+03     116 A        76 A        55 A   
  35.00 keV   2.297E+02  1.927E+03     122 A        80 A        58 A   
  37.50 keV   2.378E+02  1.949E+03     129 A        84 A        60 A   
  40.00 keV   2.456E+02  1.968E+03     135 A        88 A        63 A   
  45.00 keV   2.605E+02  2.002E+03     148 A        95 A        68 A   
