 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-70-29.txt

 Ion = Copper       [29] , Mass = 70 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 70 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.878E+01  1.324E+03      57 A        41 A        29 A   
  11.00 keV   8.263E+01  1.360E+03      61 A        43 A        31 A   
  12.00 keV   8.630E+01  1.392E+03      65 A        45 A        32 A   
  13.00 keV   8.983E+01  1.421E+03      68 A        47 A        34 A   
  14.00 keV   9.322E+01  1.448E+03      72 A        50 A        36 A   
  15.00 keV   9.649E+01  1.472E+03      75 A        52 A        37 A   
  16.00 keV   9.965E+01  1.495E+03      79 A        54 A        39 A   
  17.00 keV   1.027E+02  1.516E+03      82 A        56 A        40 A   
  18.00 keV   1.057E+02  1.536E+03      86 A        58 A        41 A   
  20.00 keV   1.114E+02  1.571E+03      92 A        62 A        44 A   
  22.50 keV   1.182E+02  1.609E+03     100 A        66 A        48 A   
  25.00 keV   1.246E+02  1.642E+03     108 A        71 A        51 A   
  27.50 keV   1.306E+02  1.670E+03     116 A        76 A        54 A   
  30.00 keV   1.365E+02  1.695E+03     124 A        80 A        58 A   
  32.50 keV   1.420E+02  1.717E+03     132 A        85 A        61 A   
  35.00 keV   1.474E+02  1.736E+03     140 A        89 A        64 A   
  37.50 keV   1.526E+02  1.753E+03     148 A        93 A        67 A   
  40.00 keV   1.576E+02  1.768E+03     155 A        97 A        70 A   
  45.00 keV   1.671E+02  1.793E+03     171 A       106 A        76 A   
