 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-75-33.txt

 Ion = Arsenic      [33] , Mass = 75 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Arsenic      [33] , Mass = 75 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.193E+02  1.468E+03      53 A        37 A        27 A   
  11.00 keV   1.251E+02  1.510E+03      57 A        39 A        28 A   
  12.00 keV   1.306E+02  1.548E+03      60 A        41 A        29 A   
  13.00 keV   1.360E+02  1.583E+03      63 A        43 A        31 A   
  14.00 keV   1.411E+02  1.614E+03      67 A        45 A        32 A   
  15.00 keV   1.461E+02  1.644E+03      70 A        47 A        34 A   
  16.00 keV   1.508E+02  1.671E+03      73 A        48 A        35 A   
  17.00 keV   1.555E+02  1.697E+03      76 A        50 A        36 A   
  18.00 keV   1.600E+02  1.720E+03      79 A        52 A        37 A   
  20.00 keV   1.686E+02  1.764E+03      85 A        55 A        40 A   
  22.50 keV   1.789E+02  1.810E+03      92 A        59 A        43 A   
  25.00 keV   1.886E+02  1.851E+03      99 A        63 A        46 A   
  27.50 keV   1.978E+02  1.887E+03     106 A        67 A        49 A   
  30.00 keV   2.065E+02  1.918E+03     113 A        71 A        51 A   
  32.50 keV   2.150E+02  1.946E+03     120 A        75 A        54 A   
  35.00 keV   2.231E+02  1.970E+03     127 A        79 A        57 A   
  37.50 keV   2.309E+02  1.992E+03     134 A        82 A        59 A   
  40.00 keV   2.385E+02  2.012E+03     141 A        86 A        62 A   
  45.00 keV   2.530E+02  2.046E+03     154 A        93 A        67 A   
