 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-75-25.txt

 Ion = Manganese    [25] , Mass = 75 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Manganese    [25] , Mass = 75 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.013E+02  1.252E+03      62 A        42 A        30 A   
  11.00 keV   1.063E+02  1.284E+03      66 A        44 A        32 A   
  12.00 keV   1.110E+02  1.312E+03      70 A        46 A        33 A   
  13.00 keV   1.155E+02  1.338E+03      74 A        49 A        35 A   
  14.00 keV   1.199E+02  1.362E+03      77 A        51 A        37 A   
  15.00 keV   1.241E+02  1.384E+03      81 A        53 A        38 A   
  16.00 keV   1.282E+02  1.404E+03      85 A        55 A        40 A   
  17.00 keV   1.321E+02  1.423E+03      89 A        57 A        41 A   
  18.00 keV   1.360E+02  1.440E+03      92 A        59 A        43 A   
  20.00 keV   1.433E+02  1.471E+03     100 A        63 A        46 A   
  22.50 keV   1.520E+02  1.504E+03     109 A        68 A        49 A   
  25.00 keV   1.602E+02  1.532E+03     117 A        73 A        53 A   
  27.50 keV   1.680E+02  1.556E+03     126 A        78 A        56 A   
  30.00 keV   1.755E+02  1.577E+03     135 A        82 A        59 A   
  32.50 keV   1.827E+02  1.595E+03     143 A        87 A        63 A   
  35.00 keV   1.896E+02  1.610E+03     152 A        91 A        66 A   
  37.50 keV   1.962E+02  1.624E+03     160 A        96 A        69 A   
  40.00 keV   2.027E+02  1.636E+03     169 A       100 A        72 A   
  45.00 keV   2.150E+02  1.656E+03     185 A       109 A        78 A   
