 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-62-33.txt

 Ion = Arsenic      [33] , Mass = 62 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Arsenic      [33] , Mass = 62 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.312E+02  1.347E+03      52 A        39 A        28 A   
  11.00 keV   1.376E+02  1.384E+03      56 A        41 A        30 A   
  12.00 keV   1.437E+02  1.418E+03      59 A        43 A        31 A   
  13.00 keV   1.495E+02  1.449E+03      62 A        45 A        33 A   
  14.00 keV   1.552E+02  1.477E+03      65 A        48 A        34 A   
  15.00 keV   1.606E+02  1.504E+03      69 A        50 A        36 A   
  16.00 keV   1.659E+02  1.528E+03      72 A        52 A        37 A   
  17.00 keV   1.710E+02  1.550E+03      75 A        53 A        38 A   
  18.00 keV   1.760E+02  1.571E+03      78 A        55 A        40 A   
  20.00 keV   1.855E+02  1.609E+03      84 A        59 A        42 A   
  22.50 keV   1.967E+02  1.650E+03      91 A        63 A        46 A   
  25.00 keV   2.074E+02  1.685E+03      98 A        68 A        49 A   
  27.50 keV   2.175E+02  1.716E+03     105 A        72 A        52 A   
  30.00 keV   2.272E+02  1.743E+03     113 A        76 A        55 A   
  32.50 keV   2.364E+02  1.767E+03     119 A        80 A        58 A   
  35.00 keV   2.454E+02  1.788E+03     126 A        84 A        61 A   
  37.50 keV   2.540E+02  1.807E+03     133 A        88 A        64 A   
  40.00 keV   2.623E+02  1.824E+03     140 A        92 A        66 A   
  45.00 keV   2.782E+02  1.852E+03     154 A       100 A        72 A   
