 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-74-34.txt

 Ion = Selenium     [34] , Mass = 74 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 74 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.184E+02  1.484E+03      53 A        37 A        26 A   
  11.00 keV   1.242E+02  1.527E+03      56 A        39 A        28 A   
  12.00 keV   1.297E+02  1.565E+03      59 A        41 A        29 A   
  13.00 keV   1.350E+02  1.601E+03      62 A        43 A        31 A   
  14.00 keV   1.401E+02  1.634E+03      65 A        45 A        32 A   
  15.00 keV   1.450E+02  1.664E+03      69 A        46 A        33 A   
  16.00 keV   1.498E+02  1.692E+03      72 A        48 A        35 A   
  17.00 keV   1.544E+02  1.718E+03      75 A        50 A        36 A   
  18.00 keV   1.589E+02  1.742E+03      78 A        52 A        37 A   
  20.00 keV   1.675E+02  1.786E+03      83 A        55 A        40 A   
  22.50 keV   1.776E+02  1.834E+03      91 A        59 A        42 A   
  25.00 keV   1.872E+02  1.876E+03      98 A        63 A        45 A   
  27.50 keV   1.964E+02  1.913E+03     105 A        67 A        48 A   
  30.00 keV   2.051E+02  1.945E+03     111 A        71 A        51 A   
  32.50 keV   2.135E+02  1.973E+03     118 A        74 A        54 A   
  35.00 keV   2.215E+02  1.999E+03     125 A        78 A        56 A   
  37.50 keV   2.293E+02  2.022E+03     131 A        82 A        59 A   
  40.00 keV   2.368E+02  2.042E+03     138 A        85 A        61 A   
  45.00 keV   2.512E+02  2.078E+03     151 A        92 A        66 A   
