 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-70-29.txt

 Ion = Copper       [29] , Mass = 70 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 70 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   5.496E+01  1.023E+03      43 A        48 A        37 A   
  11.00 keV   5.764E+01  1.056E+03      45 A        51 A        39 A   
  12.00 keV   6.020E+01  1.086E+03      48 A        53 A        41 A   
  13.00 keV   6.266E+01  1.114E+03      50 A        56 A        43 A   
  14.00 keV   6.503E+01  1.140E+03      53 A        58 A        45 A   
  15.00 keV   6.731E+01  1.164E+03      55 A        60 A        47 A   
  16.00 keV   6.952E+01  1.187E+03      58 A        63 A        48 A   
  17.00 keV   7.166E+01  1.208E+03      60 A        65 A        50 A   
  18.00 keV   7.373E+01  1.228E+03      63 A        67 A        52 A   
  20.00 keV   7.772E+01  1.265E+03      67 A        72 A        55 A   
  22.50 keV   8.244E+01  1.305E+03      73 A        77 A        60 A   
  25.00 keV   8.690E+01  1.341E+03      79 A        82 A        64 A   
  27.50 keV   9.114E+01  1.373E+03      85 A        87 A        68 A   
  30.00 keV   9.519E+01  1.401E+03      90 A        92 A        72 A   
  32.50 keV   9.908E+01  1.427E+03      96 A        97 A        75 A   
  35.00 keV   1.028E+02  1.450E+03     101 A       102 A        79 A   
  37.50 keV   1.064E+02  1.472E+03     106 A       107 A        83 A   
  40.00 keV   1.099E+02  1.491E+03     112 A       111 A        87 A   
  45.00 keV   1.166E+02  1.526E+03     122 A       121 A        94 A   
