 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-60-27.txt

 Ion = Cobalt       [27] , Mass = 60 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 60 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.073E+02  1.180E+03      58 A        43 A        32 A   
  11.00 keV   1.125E+02  1.210E+03      62 A        46 A        33 A   
  12.00 keV   1.175E+02  1.237E+03      66 A        48 A        35 A   
  13.00 keV   1.223E+02  1.262E+03      70 A        51 A        37 A   
  14.00 keV   1.269E+02  1.284E+03      73 A        53 A        38 A   
  15.00 keV   1.314E+02  1.305E+03      77 A        55 A        40 A   
  16.00 keV   1.357E+02  1.323E+03      80 A        58 A        41 A   
  17.00 keV   1.398E+02  1.341E+03      84 A        60 A        43 A   
  18.00 keV   1.439E+02  1.357E+03      88 A        62 A        45 A   
  20.00 keV   1.517E+02  1.386E+03      95 A        66 A        48 A   
  22.50 keV   1.609E+02  1.417E+03     103 A        72 A        52 A   
  25.00 keV   1.696E+02  1.443E+03     112 A        77 A        55 A   
  27.50 keV   1.779E+02  1.466E+03     120 A        82 A        59 A   
  30.00 keV   1.858E+02  1.485E+03     128 A        87 A        62 A   
  32.50 keV   1.934E+02  1.502E+03     137 A        92 A        66 A   
  35.00 keV   2.007E+02  1.516E+03     145 A        96 A        69 A   
  37.50 keV   2.077E+02  1.529E+03     153 A       101 A        73 A   
  40.00 keV   2.145E+02  1.540E+03     161 A       106 A        76 A   
  45.00 keV   2.275E+02  1.559E+03     177 A       115 A        82 A   
