 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-62-29.txt

 Ion = Copper       [29] , Mass = 62 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 62 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.371E+01  1.251E+03      57 A        42 A        31 A   
  11.00 keV   8.780E+01  1.284E+03      60 A        44 A        32 A   
  12.00 keV   9.170E+01  1.314E+03      64 A        47 A        34 A   
  13.00 keV   9.545E+01  1.341E+03      68 A        49 A        36 A   
  14.00 keV   9.905E+01  1.365E+03      71 A        51 A        37 A   
  15.00 keV   1.025E+02  1.388E+03      75 A        54 A        39 A   
  16.00 keV   1.059E+02  1.409E+03      78 A        56 A        40 A   
  17.00 keV   1.091E+02  1.428E+03      82 A        58 A        42 A   
  18.00 keV   1.123E+02  1.446E+03      85 A        61 A        43 A   
  20.00 keV   1.184E+02  1.479E+03      92 A        64 A        46 A   
  22.50 keV   1.256E+02  1.514E+03     100 A        69 A        50 A   
  25.00 keV   1.324E+02  1.544E+03     108 A        74 A        54 A   
  27.50 keV   1.388E+02  1.569E+03     116 A        79 A        57 A   
  30.00 keV   1.450E+02  1.592E+03     124 A        84 A        60 A   
  32.50 keV   1.509E+02  1.611E+03     132 A        89 A        64 A   
  35.00 keV   1.566E+02  1.628E+03     140 A        93 A        67 A   
  37.50 keV   1.621E+02  1.643E+03     148 A        98 A        70 A   
  40.00 keV   1.674E+02  1.657E+03     155 A       102 A        73 A   
  45.00 keV   1.776E+02  1.679E+03     171 A       111 A        80 A   
