 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-74-26.txt

 Ion = Iron         [26] , Mass = 74 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Iron         [26] , Mass = 74 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.094E+02  1.274E+03      60 A        41 A        29 A   
  11.00 keV   1.147E+02  1.306E+03      64 A        43 A        31 A   
  12.00 keV   1.198E+02  1.336E+03      68 A        46 A        33 A   
  13.00 keV   1.247E+02  1.363E+03      72 A        48 A        34 A   
  14.00 keV   1.295E+02  1.388E+03      75 A        50 A        36 A   
  15.00 keV   1.340E+02  1.410E+03      79 A        52 A        37 A   
  16.00 keV   1.384E+02  1.431E+03      83 A        54 A        39 A   
  17.00 keV   1.426E+02  1.451E+03      86 A        56 A        40 A   
  18.00 keV   1.468E+02  1.468E+03      90 A        58 A        42 A   
  20.00 keV   1.547E+02  1.501E+03      97 A        62 A        45 A   
  22.50 keV   1.641E+02  1.535E+03     106 A        67 A        48 A   
  25.00 keV   1.730E+02  1.564E+03     114 A        72 A        52 A   
  27.50 keV   1.814E+02  1.590E+03     123 A        76 A        55 A   
  30.00 keV   1.895E+02  1.611E+03     131 A        81 A        58 A   
  32.50 keV   1.972E+02  1.630E+03     139 A        85 A        61 A   
  35.00 keV   2.047E+02  1.647E+03     148 A        89 A        64 A   
  37.50 keV   2.119E+02  1.662E+03     156 A        94 A        67 A   
  40.00 keV   2.188E+02  1.674E+03     164 A        98 A        70 A   
  45.00 keV   2.321E+02  1.696E+03     180 A       106 A        76 A   
