 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-73-28.txt

 Ion = Nickel       [28] , Mass = 73 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 73 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   6.638E+01  1.322E+03      59 A        41 A        29 A   
  11.00 keV   6.962E+01  1.357E+03      63 A        43 A        31 A   
  12.00 keV   7.272E+01  1.389E+03      66 A        46 A        33 A   
  13.00 keV   7.569E+01  1.418E+03      70 A        48 A        34 A   
  14.00 keV   7.854E+01  1.444E+03      74 A        50 A        36 A   
  15.00 keV   8.130E+01  1.469E+03      77 A        52 A        37 A   
  16.00 keV   8.397E+01  1.491E+03      81 A        54 A        39 A   
  17.00 keV   8.655E+01  1.512E+03      84 A        56 A        40 A   
  18.00 keV   8.906E+01  1.531E+03      88 A        58 A        42 A   
  20.00 keV   9.388E+01  1.566E+03      95 A        62 A        45 A   
  22.50 keV   9.957E+01  1.604E+03     103 A        67 A        48 A   
  25.00 keV   1.050E+02  1.636E+03     111 A        72 A        52 A   
  27.50 keV   1.101E+02  1.664E+03     120 A        76 A        55 A   
  30.00 keV   1.150E+02  1.688E+03     128 A        81 A        58 A   
  32.50 keV   1.197E+02  1.709E+03     136 A        85 A        61 A   
  35.00 keV   1.242E+02  1.728E+03     144 A        90 A        64 A   
  37.50 keV   1.285E+02  1.744E+03     152 A        94 A        67 A   
  40.00 keV   1.328E+02  1.759E+03     160 A        99 A        71 A   
  45.00 keV   1.408E+02  1.783E+03     175 A       107 A        77 A   
