 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-69-29.txt

 Ion = Copper       [29] , Mass = 69 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 69 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.935E+01  1.316E+03      57 A        41 A        29 A   
  11.00 keV   8.322E+01  1.351E+03      61 A        43 A        31 A   
  12.00 keV   8.693E+01  1.383E+03      65 A        46 A        33 A   
  13.00 keV   9.047E+01  1.412E+03      68 A        48 A        34 A   
  14.00 keV   9.389E+01  1.438E+03      72 A        50 A        36 A   
  15.00 keV   9.719E+01  1.463E+03      75 A        52 A        37 A   
  16.00 keV   1.004E+02  1.485E+03      79 A        54 A        39 A   
  17.00 keV   1.035E+02  1.506E+03      82 A        56 A        40 A   
  18.00 keV   1.065E+02  1.525E+03      85 A        58 A        42 A   
  20.00 keV   1.122E+02  1.560E+03      92 A        62 A        45 A   
  22.50 keV   1.190E+02  1.598E+03     100 A        67 A        48 A   
  25.00 keV   1.255E+02  1.631E+03     108 A        71 A        51 A   
  27.50 keV   1.316E+02  1.659E+03     116 A        76 A        55 A   
  30.00 keV   1.374E+02  1.683E+03     124 A        81 A        58 A   
  32.50 keV   1.431E+02  1.704E+03     132 A        85 A        61 A   
  35.00 keV   1.485E+02  1.723E+03     140 A        89 A        64 A   
  37.50 keV   1.537E+02  1.740E+03     148 A        94 A        67 A   
  40.00 keV   1.587E+02  1.755E+03     155 A        98 A        70 A   
  45.00 keV   1.683E+02  1.779E+03     171 A       106 A        76 A   
