 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-64-34.txt

 Ion = Selenium     [34] , Mass = 64 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 64 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.883E+01  1.043E+03      39 A        46 A        35 A   
  11.00 keV   9.317E+01  1.078E+03      41 A        48 A        37 A   
  12.00 keV   9.731E+01  1.110E+03      44 A        51 A        39 A   
  13.00 keV   1.013E+02  1.140E+03      46 A        53 A        41 A   
  14.00 keV   1.051E+02  1.168E+03      48 A        55 A        42 A   
  15.00 keV   1.088E+02  1.194E+03      50 A        57 A        44 A   
  16.00 keV   1.124E+02  1.218E+03      53 A        60 A        46 A   
  17.00 keV   1.158E+02  1.241E+03      55 A        62 A        47 A   
  18.00 keV   1.192E+02  1.263E+03      57 A        64 A        49 A   
  20.00 keV   1.256E+02  1.302E+03      61 A        68 A        52 A   
  22.50 keV   1.332E+02  1.346E+03      66 A        73 A        56 A   
  25.00 keV   1.405E+02  1.386E+03      71 A        78 A        60 A   
  27.50 keV   1.473E+02  1.421E+03      76 A        82 A        63 A   
  30.00 keV   1.539E+02  1.452E+03      81 A        87 A        67 A   
  32.50 keV   1.601E+02  1.481E+03      86 A        91 A        71 A   
  35.00 keV   1.662E+02  1.507E+03      91 A        96 A        74 A   
  37.50 keV   1.720E+02  1.531E+03      95 A       100 A        77 A   
  40.00 keV   1.777E+02  1.553E+03     100 A       105 A        81 A   
  45.00 keV   1.884E+02  1.592E+03     109 A       113 A        87 A   
